customer_id,customer_name,age,account_type,account_balance,years_with_bank,state,credit_score,monthly_banking_revenue
CUST-418852,John Franklin,79,Student,330.35,7,WY,584,14.41
CUST-205018,Todd Craig,32,Student,3472.97,9,AL,671,0.07
CUST-838539,Lori Chavez,22,Student,1958.83,1,TX,823,0.64
CUST-55919,Erin Miller,47,Premium,294381.19,24,MD,616,189.19
CUST-493793,David Rose,51,Student,6124.55,3,FL,691,14.11
CUST-214376,Michael Wong,40,Checking,14727.56,19,IA,583,35.88
CUST-899373,Anna Rodriguez,23,Checking,19739.14,0,NY,850,34.87
CUST-921313,Joseph Ryan,24,Checking,1125.93,3,PA,815,53.36
CUST-238598,Michael Jacobs,32,Checking,7684.35,8,SC,743,71.05
CUST-290461,Pamela Trevino,51,Premium,1231620.4,26,NE,733,143.73
CUST-533982,Kristin Miller,55,Savings,64382.07,9,WI,551,37.19
CUST-904105,Heather Harrison,34,Premium,372963.4,1,MS,570,145.33
CUST-456244,Brian Nash,47,Checking,32177.35,5,NY,574,43.94
CUST-57413,David Turner,18,Premium,371218.35,0,OR,661,81.01
CUST-193705,Joseph Miller,18,Student,976.61,0,HI,700,4.6
CUST-432478,Anna Page,26,Student,3805.87,2,WA,612,0.64
CUST-178151,Holly Davis,18,Savings,42093.69,0,GA,812,57.73
CUST-614120,Luis Edwards,23,Business,481458.47,1,IL,650,126.07
CUST-528404,Miguel Thomas,18,Student,1443.78,0,AK,613,10.92
CUST-429114,Thomas White,71,Business,237225.36,20,CT,703,453.86
CUST-644290,David Hicks,34,Savings,6379.86,10,WV,677,34.42
CUST-338278,Bridget Baldwin,36,Premium,1099259.0,16,CO,672,191.86
CUST-779181,Lori Simmons,56,Business,173801.1,32,IA,653,482.99
CUST-17693,Katherine Scott,48,Business,54605.42,24,VT,698,234.83
CUST-710717,Kelly Lee,40,Business,160754.72,2,VA,621,196.93
CUST-193867,Brooke Rios,37,Business,338020.44,3,MA,735,449.69
CUST-540365,Anita Pena,56,Premium,126188.48,5,MA,588,26.97
CUST-658022,Kevin Robbins,41,Savings,16010.3,22,IN,619,71.53
CUST-572055,Traci Hunter,56,Business,231851.13,29,RI,642,167.19
CUST-475364,Joshua Summers,78,Student,5777.14,21,MT,697,12.48
CUST-520290,Wesley Stewart,62,Savings,37140.07,22,VA,598,10.15
CUST-14040,Wayne Scott,45,Business,556236.52,23,AK,729,270.76
CUST-255768,Melissa Ware,29,Checking,22719.51,2,MI,681,60.13
CUST-28112,Marie Hinton DVM,60,Savings,2990.82,13,TX,653,44.58
CUST-462799,Kayla Sullivan,32,Checking,13768.54,1,IL,824,36.42
CUST-2077,Sheri Ford,27,Business,468943.1,7,ND,692,432.94
CUST-109682,Kathryn Warren,34,Student,5274.12,2,NM,605,10.25
CUST-993272,David Foley,56,Checking,60236.58,24,NJ,663,8.87
CUST-553952,John Ortiz,51,Checking,29107.38,17,MD,499,28.2
CUST-211424,Robert Williams,52,Business,285511.23,2,NH,622,82.29
CUST-307153,Denise Ford,18,Checking,45732.53,0,RI,830,30.15
CUST-838317,Carlos Hensley,54,Checking,43902.12,34,NV,698,5.79
CUST-690315,Justin Fowler MD,63,Business,356305.11,12,HI,699,304.13
CUST-275852,Christina Clark,33,Premium,656203.85,0,VA,666,145.26
CUST-865373,Patricia Smith,34,Savings,35728.64,3,MS,639,66.22
CUST-649154,Amanda Wright,26,Premium,1009400.87,5,ID,602,198.01
CUST-775804,Jamie Ball,58,Business,421903.0,8,NV,706,198.16
CUST-404833,Cody Howell,37,Savings,32487.51,7,GA,597,65.2
CUST-454886,Brittany Dunlap,38,Savings,30923.21,4,VT,545,20.9
CUST-587335,Alicia Stanley,46,Checking,46222.25,4,NE,755,38.35
CUST-457482,Adrian Sweeney,80,Checking,9227.58,21,AR,591,28.76
CUST-832828,Robert Hansen,58,Business,356670.82,23,MT,623,416.13
CUST-587690,Candace Davidson,28,Business,142230.64,5,CT,589,192.61
CUST-727024,Jason Obrien,47,Student,1317.17,27,ND,605,14.8
CUST-203862,Brian Martin,35,Premium,710768.69,0,AK,644,83.35
CUST-421117,Harry Cooper,33,Premium,508675.35,2,NJ,614,79.71
CUST-976948,Kaitlyn Clark,18,Business,370129.0,0,ME,686,318.49
CUST-939883,Kyle Blair,46,Student,2025.48,28,RI,616,5.57
CUST-647682,Megan Kidd,50,Checking,19342.26,17,AL,791,28.8
CUST-248374,Robert Ferguson,45,Student,3853.23,7,MN,786,7.4
CUST-652919,Rachel Kent,78,Student,6400.75,22,SD,850,13.21
CUST-644213,Reginald Peterson,27,Checking,17392.31,7,MA,585,75.0
CUST-815959,Zachary Parsons,38,Student,2094.37,10,AL,690,1.56
CUST-267614,Kylie Edwards,68,Savings,39230.6,33,UT,730,45.89
CUST-605953,Jason Lewis,26,Savings,49718.14,7,NJ,631,74.31
CUST-215998,Amanda Sanchez,44,Premium,247931.89,15,KS,560,86.21
CUST-842321,Nancy Green,45,Premium,696783.96,5,OK,584,154.75
CUST-762232,Kenneth Brooks,20,Checking,39481.05,1,AK,604,29.99
CUST-697476,Dr. Bailey Roman,51,Premium,1241618.21,27,HI,712,179.76
CUST-770779,William Reed,46,Savings,389.54,3,CO,759,68.06
CUST-125921,Sherry Dixon,58,Student,4523.55,0,NE,696,0.69
CUST-858712,Sierra Patrick DDS,45,Premium,1085918.98,17,IN,690,146.02
CUST-103450,Leah Harmon,42,Checking,48132.73,15,TN,506,28.49
CUST-833424,Brittney Williams,62,Checking,58404.5,7,KS,711,53.67
CUST-551468,Angela Miller,26,Premium,550993.48,8,NC,794,172.88
CUST-974444,Mrs. Maria Brandt,36,Premium,985252.47,8,KS,671,133.62
CUST-595301,Thomas Wilkerson,60,Savings,4768.54,0,MA,697,54.98
CUST-214999,Austin Johnson,65,Savings,54002.13,23,NE,651,40.01
CUST-887490,Alexander Robles MD,70,Business,99267.76,40,IN,617,370.54
CUST-919869,Katherine Simpson MD,64,Savings,19305.01,24,FL,498,53.81
CUST-211106,Mary Shaw,28,Checking,24526.32,8,VT,703,32.16
CUST-467203,Sean Watkins,38,Business,112789.49,16,ME,674,448.94
CUST-413770,Joseph Sanchez,45,Checking,35052.48,27,IN,584,21.01
CUST-773482,Catherine Vincent,28,Premium,159118.56,2,VA,698,27.54
CUST-207977,Jacob Phillips,35,Business,443306.81,3,OK,787,446.07
CUST-40191,Barbara Snyder,42,Student,3575.2,21,DE,737,8.1
CUST-173768,Michelle Kim,51,Savings,48539.58,19,OH,631,69.83
CUST-258318,Brendan Stewart,18,Student,3213.04,0,NV,774,8.85
CUST-878473,Danielle Shaffer,30,Student,3743.4,10,VA,647,0.3
CUST-382417,Michael Young,42,Business,514230.08,18,FL,675,485.43
CUST-453971,Ralph Cain,59,Student,4420.25,6,AL,680,4.76
CUST-238514,Tiffany Erickson,43,Checking,44563.13,23,AZ,761,11.91
CUST-762165,Matthew Boyd,54,Student,2324.42,16,MA,621,4.58
CUST-299654,Brian Martin,27,Premium,787465.29,1,UT,614,120.74
CUST-34606,Steven Thomas,44,Premium,1074017.81,24,NM,580,30.22
CUST-703832,Jonathan Willis,46,Business,342328.9,13,VT,669,105.0
CUST-718967,Amy Nelson,18,Checking,817.13,0,MT,567,6.44
CUST-690307,Tammy Olson,18,Checking,13071.7,0,KY,652,68.95
CUST-260054,Sonya Cannon,61,Business,273895.9,36,OK,528,80.49
CUST-529640,Kimberly Torres,25,Business,138230.57,1,AK,666,448.55
CUST-545188,Tanya Ramirez,29,Checking,40671.53,7,WV,594,34.75
CUST-433408,Kimberly Wade,53,Business,144415.22,29,OR,640,118.61
CUST-128742,Robert Valdez,22,Savings,40928.23,4,AR,512,18.4
CUST-441797,Mark Gutierrez,78,Checking,65055.24,11,PA,770,55.13
CUST-119307,Austin Miller,38,Business,153953.91,1,SC,687,407.78
CUST-227611,Stephanie Stewart,37,Business,188952.52,8,WY,720,469.87
CUST-714725,Angela Gutierrez,32,Savings,35688.68,11,WY,636,65.61
CUST-522398,Nancy Jones,51,Checking,6824.77,27,KS,796,68.54
CUST-131708,Donald Mendez,56,Business,72603.89,17,AZ,778,348.32
CUST-859755,Carmen Scott,40,Checking,43416.15,16,RI,630,14.73
CUST-502022,Lawrence Flores,18,Student,875.12,0,SC,685,7.19
CUST-53606,Alexandria Flynn,50,Checking,7430.91,6,NE,655,11.06
CUST-353561,Mark Lopez,33,Savings,12208.88,4,CT,779,40.15
CUST-650392,Michael Simon,54,Premium,136166.09,6,TX,785,46.63
CUST-470615,Deborah Fuller,30,Checking,29365.88,3,WY,623,9.02
CUST-836711,Melissa Cunningham,63,Checking,18862.18,34,CT,676,18.89
CUST-100449,Andrea Franklin,36,Business,535181.03,12,TN,640,471.62
CUST-89756,Amy Moses,44,Savings,24252.17,3,VA,760,63.83
CUST-321429,Jared Harrison,42,Premium,227267.78,16,ND,743,53.3
CUST-71151,Michael Obrien,52,Student,5009.19,22,CT,609,1.5
CUST-919852,Travis Mendez,31,Savings,25587.33,12,MI,643,28.17
CUST-824017,Miguel Waters,24,Savings,22507.79,5,IN,638,5.11
CUST-624861,Henry Murray,67,Business,478441.29,10,NJ,677,129.83
CUST-170813,Steven Blake,33,Premium,252204.59,11,MD,833,194.28
CUST-582006,Jennifer Rodriguez,31,Checking,33852.05,2,WI,603,45.45
CUST-952382,Donald Walker,63,Checking,7760.18,16,ID,732,43.86
CUST-588232,Christian Banks,43,Savings,10344.3,22,AK,746,20.92
CUST-451152,James Cruz,49,Business,151736.25,0,PA,585,487.28
CUST-31463,Scott Boyer,18,Business,407792.09,0,ID,634,57.04
CUST-790395,Cindy Russell,61,Checking,44926.85,38,AK,645,54.68
CUST-312313,Jared Lawrence,51,Checking,53958.6,1,ME,694,12.89
CUST-168492,Michael Lopez,19,Checking,16287.88,0,FL,647,20.43
CUST-671777,Brian Hayes,50,Checking,36284.22,23,DE,617,73.12
CUST-790720,Robert Torres,39,Student,843.19,4,MN,711,0.46
CUST-990025,Charlotte Brown,46,Savings,1458.18,6,OH,763,29.57
CUST-40079,Linda Fisher,50,Student,3296.03,0,OH,603,7.05
CUST-483353,Bradley Hebert II,37,Premium,563588.36,7,MO,681,89.06
CUST-290476,David Larson,65,Checking,14477.15,10,IA,642,27.55
CUST-993223,Elizabeth Mills,19,Student,2540.25,0,CA,715,4.35
CUST-341814,Amy Robertson,33,Premium,413723.07,6,UT,577,157.48
CUST-973244,Kelly Miller,45,Business,500268.23,26,ND,757,470.43
CUST-507367,Andrew Webb,36,Business,303679.56,11,MA,719,163.38
CUST-201889,Tommy Hernandez,55,Business,268387.85,17,NH,743,370.08
CUST-466760,Robert Harris,34,Student,2278.18,15,DE,590,12.38
CUST-121298,Peggy Rojas,30,Checking,32134.01,12,OK,743,25.62
CUST-783393,Erica Strickland,55,Student,3418.75,29,UT,603,12.03
CUST-313784,David Mitchell,76,Checking,22588.61,15,KS,593,37.02
CUST-546992,Dana Black,59,Checking,6167.9,38,CT,801,68.59
CUST-104139,Paul Benjamin,46,Student,788.36,24,TN,618,2.89
CUST-401314,Tiffany Yang,33,Business,100408.86,15,NE,659,90.69
CUST-184069,Aaron Mcbride,61,Savings,60753.6,10,VT,584,54.01
CUST-428657,Ruth Diaz,18,Savings,2871.65,0,CO,708,5.01
CUST-43566,Andrea Bowen,53,Student,3905.19,35,WV,837,6.77
CUST-442379,Andrew Hughes,24,Student,3297.75,0,FL,669,4.71
CUST-588821,Robin Miller,62,Student,2652.18,29,LA,689,14.24
CUST-739247,Mark Taylor,42,Business,374475.7,4,PA,743,151.61
CUST-508199,Joseph Tapia,36,Savings,13762.6,7,MT,748,52.17
CUST-623465,Barbara Manning,26,Premium,438867.82,3,NV,558,145.33
CUST-586389,Cynthia Torres,40,Savings,41706.58,20,MI,474,42.85
CUST-895713,Caroline Butler,46,Savings,30184.48,6,MT,541,65.33
CUST-770333,Alejandro Jones,49,Checking,59062.2,18,AL,694,71.6
CUST-587644,Rhonda Atkins,43,Savings,49789.22,13,CO,714,8.25
CUST-420033,Jeffrey Blackburn,48,Premium,506714.2,0,MD,656,134.76
CUST-579611,Kelly Holmes,72,Checking,73109.16,9,MT,711,10.65
CUST-271687,Anthony Smith,56,Premium,497818.7,9,NC,765,106.84
CUST-918692,Erika Kelly,55,Premium,1216717.0,3,DE,845,177.75
CUST-688280,Raymond Meyers,47,Checking,47419.6,15,RI,679,52.55
CUST-335583,Thomas Fisher,35,Business,203958.4,0,ND,659,331.74
CUST-332500,Natalie James,34,Student,3564.14,14,GA,734,7.95
CUST-967123,Anthony Stewart,31,Premium,299317.37,2,GA,685,117.47
CUST-921237,Brandi Williams,53,Savings,37406.77,24,PA,692,74.68
CUST-394297,Cheyenne Hughes,31,Savings,28914.34,3,OH,735,70.32
CUST-54229,Eugene Walter,43,Savings,43349.32,25,NC,450,21.03
CUST-949517,Evan Clark,30,Premium,714210.56,3,CA,792,191.11
CUST-201657,Bonnie Stokes,67,Student,6024.45,1,NC,722,6.36
CUST-190638,Amy Smith,56,Premium,376269.46,13,OK,617,139.2
CUST-724936,Jason Ross,41,Student,4902.06,7,MS,778,2.96
CUST-645033,Tina Guzman,51,Checking,29341.74,20,ND,685,71.72
CUST-164341,Kathy Daniels,42,Premium,830408.79,24,OR,773,80.12
CUST-851476,Thomas Perez,61,Savings,2071.6,11,AR,731,53.84
CUST-980017,Amber Burton,45,Savings,4635.67,27,MD,651,24.31
CUST-172584,Daniel Lopez,55,Savings,8535.01,34,AZ,591,18.53
CUST-121160,Devin Gutierrez,31,Premium,881192.73,7,TX,563,163.68
CUST-986358,Christopher Zimmerman,63,Student,3032.01,14,VT,622,12.62
CUST-392125,Ashley Perkins,51,Student,4540.15,15,ID,669,0.44
CUST-410928,John Jordan MD,85,Student,7218.27,19,CA,715,10.2
CUST-758911,Stephanie Brown,18,Checking,17399.85,0,VA,774,69.62
CUST-288295,Steven Franco,39,Student,3181.09,16,AL,663,9.87
CUST-818062,Mark Smith,34,Premium,40473.48,8,WA,695,163.52
CUST-448895,Becky Santana,47,Checking,12336.13,3,VA,628,18.45
CUST-180594,Jacob Simmons,37,Savings,22505.52,3,CO,688,63.72
CUST-414930,Timothy Wallace,18,Business,331650.15,0,IL,564,179.46
CUST-601629,Mason Thornton,70,Premium,1204683.51,26,UT,706,65.63
CUST-848138,Amy Ramirez,37,Checking,51529.52,9,NH,544,25.28
CUST-807207,Christopher Gray,44,Business,312117.94,0,VA,758,137.85
CUST-408940,Holly Brown,84,Premium,1572937.65,23,WY,831,131.82
CUST-979268,Tiffany Small,31,Checking,26786.76,9,NV,640,21.19
CUST-830584,Vincent Allison,22,Checking,8728.56,1,ID,612,31.44
CUST-125121,Stephanie Hicks,41,Student,3205.08,12,AZ,650,10.96
CUST-11132,Jacob Garcia,75,Student,2753.56,22,CO,574,7.5
CUST-508250,Dustin Richardson,44,Premium,1156168.76,3,AK,514,65.66
CUST-748372,Heidi Reyes,49,Student,2179.55,13,WA,572,11.01
CUST-197457,Thomas Lucas,61,Checking,48408.75,0,ND,656,32.08
CUST-309905,Sherry Perry,23,Savings,23992.21,2,MT,511,30.12
CUST-223393,Christian Palmer,30,Business,43076.07,9,NY,699,278.94
CUST-952458,Jamie Brown,51,Checking,29423.95,5,IN,640,10.12
CUST-128550,Ronald Harper,58,Business,472618.34,2,ID,589,314.17
CUST-890195,Kyle Singh,18,Premium,833753.69,0,LA,702,149.47
CUST-311264,James Harrington,64,Student,4546.91,3,IL,783,0.39
CUST-936935,Susan Garcia,25,Premium,804554.76,1,CA,636,192.04
CUST-240230,Julie Morris,55,Checking,18591.73,17,NJ,629,19.52
CUST-320274,Logan Forbes,46,Checking,4055.86,23,ID,622,19.84
CUST-482044,Kaitlyn Perez,28,Business,340960.61,0,IA,608,354.38
CUST-70467,Catherine Zimmerman,59,Premium,33015.1,9,CT,681,100.81
CUST-206604,Anthony Yang,64,Savings,59521.78,1,AK,721,6.86
CUST-841838,Brenda Bass,69,Premium,1228354.41,34,IN,745,188.66
CUST-988562,Vincent Murray,56,Premium,934083.85,9,KY,670,153.48
CUST-66573,Erika Ross,85,Business,56904.46,18,CO,689,341.69
CUST-831295,Zachary Graves,18,Checking,10588.62,0,UT,701,33.69
CUST-70550,John Fisher,30,Savings,19187.56,7,SC,761,15.65
CUST-57662,Daniel Sanchez,55,Student,5731.92,15,ND,664,7.26
CUST-709769,Alexis Scott,31,Premium,112021.33,5,PA,691,80.72
CUST-993863,Aimee Simmons,35,Student,1612.49,2,NE,743,4.63
CUST-261765,Jessica Williams,53,Student,3433.04,12,MO,850,13.64
CUST-185358,Miranda Jackson,38,Checking,47555.09,12,GA,655,64.42
CUST-23577,Sheri Simmons,42,Business,532441.03,13,HI,671,416.08
CUST-165988,Joshua Hoffman,60,Premium,1101849.56,35,DE,657,27.49
CUST-64561,Scott Long,74,Premium,153341.45,8,ID,726,44.06
CUST-892542,Michael Diaz,37,Premium,831923.26,9,OR,620,89.99
CUST-952188,Sean Warner,60,Student,4918.04,24,LA,682,14.09
CUST-44186,Brandy Green,45,Checking,31458.25,8,VA,632,12.08
CUST-733394,Jessica Stewart,44,Savings,401.04,23,NY,628,18.63
CUST-145555,Jessica Whitaker MD,65,Business,549029.04,38,LA,737,405.88
CUST-759731,Katherine Brown,42,Premium,434197.82,18,OR,664,29.39
CUST-783419,Linda Davis,46,Premium,969430.89,16,PA,679,117.14
CUST-953441,Jodi Frye,30,Student,730.13,7,IA,527,4.44
CUST-333911,Eric Contreras,33,Student,3333.92,6,NJ,669,10.4
CUST-654629,Alexis Burns,33,Student,971.25,1,IL,745,0.67
CUST-810347,Colleen Williams,41,Student,2092.59,18,NY,829,3.77
CUST-376801,Hannah Carpenter,36,Student,4918.14,17,WA,691,8.31
CUST-937757,Jenna Wood,40,Student,4206.23,3,AK,715,14.39
CUST-54138,Thomas Anderson,60,Student,3531.37,35,SD,728,6.31
CUST-30399,Jeremy Johns,18,Business,95745.41,0,MD,719,366.22
CUST-408230,Aaron Smith,29,Premium,200512.33,11,NM,655,142.86
CUST-426679,Ashley Flores,55,Savings,32751.26,4,NJ,590,57.26
CUST-460961,Brandon Patel III,62,Savings,8467.87,29,MS,651,40.29
CUST-817938,Johnny Greene,77,Student,6146.61,9,NM,685,14.96
CUST-65125,William Thomas,70,Business,30626.46,6,WA,775,419.32
CUST-931376,Michelle Huang,35,Student,1031.49,16,NE,575,1.1
CUST-392843,Dale Jones,46,Premium,867317.4,25,OR,633,39.36
CUST-588201,Melissa Lopez,68,Premium,799180.02,18,NH,660,164.33
CUST-282658,Joshua Wu,40,Savings,38731.12,17,PA,568,58.96
CUST-192536,Anne Jackson,51,Business,77095.0,7,DE,586,401.36
CUST-962194,Amanda Cook,51,Premium,174627.6,3,CT,726,111.87
CUST-972637,Frank Braun,33,Premium,406567.02,9,UT,756,198.66
CUST-951793,Kristin Foley,40,Checking,46321.12,9,AL,562,25.25
CUST-913251,Kayla Bauer,68,Checking,15173.17,21,NJ,606,10.53
CUST-865203,Chelsea Price MD,52,Checking,12389.24,12,ID,714,5.6
CUST-226106,Lauren Dunn,50,Student,3689.26,9,IL,709,9.8
CUST-504159,Steven Pena,30,Student,245.95,8,NJ,815,14.65
CUST-554647,Susan Soto,59,Savings,37868.53,18,NJ,718,40.9
CUST-376932,Todd Thompson,25,Savings,23925.13,3,MA,601,32.0
CUST-691842,Jackie Gentry,54,Savings,16291.52,9,HI,519,47.94
CUST-471296,Samantha Guzman,50,Premium,493930.55,3,NE,573,65.16
CUST-208679,Christopher Turner,31,Premium,442567.38,2,MI,567,102.92
CUST-678956,Maria Wilson,48,Savings,9143.86,26,PA,769,54.59
CUST-721772,Patrick Cooley,50,Savings,23570.38,10,DE,716,45.36
CUST-718411,Matthew Blankenship,47,Premium,1107393.46,28,WV,734,129.46
CUST-30455,Richard Leonard,52,Savings,7711.97,31,NC,462,8.78
CUST-958699,Jessica Dickerson DVM,58,Student,2989.48,10,ND,744,12.98
CUST-827090,Jonathan Mills,39,Savings,30832.13,8,SC,522,24.75
CUST-401055,Victor Bryant,48,Checking,39053.31,29,SD,706,65.93
CUST-228754,Pamela Turner,38,Savings,47640.08,4,ID,694,16.84
CUST-846692,Taylor Barrett,61,Business,203507.84,37,MA,850,265.68
CUST-761169,Christina Horton,47,Savings,43001.04,1,MO,706,32.38
CUST-214267,Nicholas Miller,32,Checking,44607.22,9,ND,639,28.41
CUST-383791,Dawn Bailey,42,Checking,56275.37,3,OH,774,52.57
CUST-466996,Margaret Weaver,57,Student,843.3,8,PA,834,10.64
CUST-740910,Timothy Johnson,22,Premium,151217.82,4,OH,574,164.61
CUST-601449,Tiffany Li,61,Premium,837124.12,20,KY,795,52.42
CUST-170775,Spencer Diaz,45,Business,437082.96,17,WI,322,250.07
CUST-672196,Nicole Chen,33,Savings,29620.57,13,CA,706,17.55
CUST-247291,Susan Gordon,31,Student,2215.0,6,AK,694,2.64
CUST-928056,Dominique Travis,73,Savings,24172.4,0,CT,794,60.17
CUST-624720,Juan Norman,57,Business,172993.0,29,LA,674,77.35
CUST-355722,Brian Craig,37,Business,104217.39,6,KS,740,213.55
CUST-345872,Daniel Blair,45,Student,3962.68,16,NE,684,7.0
CUST-800180,Emily Wilson,21,Premium,604118.02,1,GA,622,46.5
CUST-888281,Brittany Chandler,56,Student,3460.72,14,OH,591,3.11
CUST-383165,Claire Rogers,48,Checking,31281.32,12,DE,713,19.89
CUST-452001,Antonio Collier,52,Student,3950.11,6,TN,724,4.44
CUST-454048,Veronica Davis,54,Savings,21596.16,17,PA,630,39.46
CUST-925399,Nicole Shaffer,22,Savings,11825.92,4,ME,610,57.27
CUST-878241,Kathy Hunter,55,Checking,4279.19,26,HI,583,59.79
CUST-418953,Austin Baker,29,Student,3321.96,3,TX,596,10.46
CUST-940141,Michelle Vasquez,18,Checking,25356.94,0,PA,588,57.14
CUST-528382,Courtney Stephens,60,Business,380465.12,21,RI,622,250.04
CUST-134798,Megan Chapman,18,Business,253091.72,0,OR,639,163.9
CUST-472143,Dana Lawson,52,Checking,39458.67,18,OH,533,7.51
CUST-128339,Brianna Dunlap,59,Premium,1054165.99,37,SC,564,56.21
CUST-398346,Steven Gonzales,39,Checking,11122.67,11,NY,647,41.35
CUST-503497,Robert Garcia,36,Student,2682.76,0,DE,674,2.41
CUST-32515,Alyssa Crawford,56,Savings,19016.74,5,CO,676,39.72
CUST-538554,Bradley Powell,35,Premium,999100.23,1,NH,716,55.55
CUST-465329,Bobby Contreras,48,Student,4070.27,4,MA,626,5.49
CUST-418839,Tommy Anderson,45,Business,439327.09,8,RI,619,455.12
CUST-668999,Lauren Castro,32,Checking,17936.53,5,WI,744,43.16
CUST-532509,Dana Weber,51,Premium,548911.34,1,AR,741,197.54
CUST-454123,Curtis Lindsey,54,Checking,57036.25,7,MN,609,34.22
CUST-89227,Karen Simon,60,Business,162550.81,35,MS,656,486.77
CUST-816651,Jennifer Jacobs,58,Savings,60093.61,7,NH,669,56.49
CUST-734255,Shannon Cross,49,Checking,49860.22,21,TX,707,9.68
CUST-837186,Katherine Ward,57,Savings,9531.4,22,NH,549,60.62
CUST-515201,Stephen Moore,21,Premium,19971.19,0,FL,733,57.26
CUST-283627,Richard Leonard,50,Business,44934.84,25,ID,617,306.9
CUST-309615,Peter Ruiz,50,Savings,61635.75,11,KS,567,44.21
CUST-652196,Johnny Campbell,85,Checking,40906.52,3,CA,784,15.51
CUST-23477,Sean Dunlap,54,Checking,12868.09,33,ME,686,9.47
CUST-773631,Donald Beck,35,Checking,2417.13,5,IN,575,63.34
CUST-95847,Emma Robinson,43,Savings,31159.38,17,LA,611,61.48
CUST-34873,Jesus Moody,32,Business,333160.17,14,IL,566,327.23
CUST-701246,Laura Clark,48,Premium,1126844.97,4,NC,649,144.3
CUST-366666,Jill Guzman,53,Student,869.14,19,KY,716,4.88
CUST-617141,Jeffrey Morgan,48,Business,193353.86,18,WI,850,346.88
CUST-761720,Tyler Moore,57,Student,2334.01,26,MD,579,9.29
CUST-876783,Christopher Olson,51,Premium,1021582.94,20,WV,675,35.34
CUST-379023,Nancy Johnson,24,Business,390760.31,6,UT,566,130.49
CUST-267035,Sandra Hamilton DVM,51,Business,504087.98,5,UT,735,274.67
CUST-460916,David Love,29,Business,371585.84,1,MD,757,309.97
CUST-624571,Cory Anderson,49,Business,428200.87,22,GA,775,332.74
CUST-74071,Jonathan Miller,61,Checking,34877.19,15,WY,667,51.45
CUST-242892,Christine Stone,69,Premium,1413803.5,9,IN,590,94.89
CUST-635372,James Welch,80,Premium,1495908.98,19,NE,609,113.36
CUST-615207,Eddie Dickerson,44,Checking,38519.06,23,CT,634,52.1
CUST-627298,Keith Wiggins,39,Business,249271.5,20,NC,850,465.83
CUST-8329,Matthew Williams,38,Savings,7885.48,11,NH,748,64.15
CUST-770616,Shawn Hardin,41,Checking,46464.25,7,MS,754,74.87
CUST-895203,Bobby Palmer,36,Premium,575473.46,8,ME,700,101.59
CUST-892280,Peter Williams,54,Student,5568.06,4,IL,622,5.54
CUST-502134,Lisa Fleming,85,Savings,41069.12,40,SD,734,57.42
CUST-797726,Sarah Greer,41,Student,5762.81,13,AR,624,4.07
CUST-207639,Tracy Kelly,46,Savings,14558.58,14,IL,582,42.65
CUST-654505,Jessica Ross,71,Student,5055.0,4,CO,714,8.61
CUST-304640,Rachel Curry,43,Savings,55218.48,11,NJ,763,11.08
CUST-29252,Amber Wilson,34,Student,3002.16,9,KY,587,7.15
CUST-847778,Nicole Perkins,43,Student,1911.42,7,MA,690,11.26
CUST-2945,Sarah Cabrera,52,Business,220308.93,3,AR,561,483.49
CUST-441732,Jeanette Smith,38,Savings,31920.29,2,UT,433,27.89
CUST-637322,Michael Ward,27,Savings,48678.84,7,IL,737,44.59
CUST-297954,Renee Gonzalez,59,Business,36895.91,22,MS,588,216.71
CUST-710798,Amber Reed,40,Premium,109296.53,2,IL,682,68.07
CUST-317068,Carol Crosby,61,Premium,220976.66,19,LA,802,106.74
CUST-335687,Tina Brown,47,Premium,566384.42,0,ME,659,175.92
CUST-672600,Charles Downs,23,Checking,13392.4,5,GA,688,48.15
CUST-788050,Christine Cook,76,Premium,698321.87,32,WV,783,94.81
CUST-305330,Keith Day,47,Premium,441109.24,29,OK,704,129.12
CUST-2977,Mrs. Diane Rosales MD,34,Checking,8605.18,8,PA,651,47.86
CUST-256381,Michael Dalton,47,Student,871.44,11,KS,692,0.61
CUST-744076,Paula Ramirez,60,Student,3288.87,4,AK,756,12.75
CUST-340146,Kathy Cowan,52,Premium,1138803.32,0,OH,600,42.02
CUST-41980,Mary Chavez,30,Savings,26450.33,7,LA,608,68.83
CUST-578980,Adam Freeman,48,Student,889.74,19,WV,517,6.12
CUST-571753,Rhonda Smith,44,Premium,994177.91,4,MI,792,184.43
CUST-679188,Joshua Smith,55,Business,189689.52,2,AK,651,206.07
CUST-703871,Angela Smith,34,Business,16788.29,3,DE,744,177.06
CUST-817337,Michael Cortez,49,Savings,54115.69,22,WI,660,41.7
CUST-598631,Tracey Miller,36,Business,124138.96,0,IN,686,297.63
CUST-741583,Adrian Rodriguez,40,Student,4924.0,9,MD,742,4.97
CUST-659838,Michael Taylor,63,Savings,2324.91,4,AK,570,7.42
CUST-154177,Ian Mann,26,Savings,15988.27,5,HI,787,8.88
CUST-884627,Justin Walsh,47,Student,3894.0,23,KY,589,10.37
CUST-473140,Audrey Wang,59,Premium,14036.33,29,IL,707,122.43
CUST-386043,Gregg Ritter,78,Premium,766419.44,34,WA,661,178.71
CUST-534863,Tara Thornton,61,Savings,2616.02,39,UT,564,62.3
CUST-714338,Bridget Nguyen,65,Business,373308.46,37,SD,755,216.7
CUST-543103,Paul Allen,69,Savings,687.76,23,RI,768,30.72
