FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,PhoneNumber,Email,SmokerStatus,Height,Weight,Occupation,AnnualIncome,PolicyNumber,PolicyType,IssueDate,MaturityDate,DeathBenefitAmount,PremiumAmount,PremiumFrequency,CashValue,SurrenderChargePercent,Status,RiskClass,UnderwritingDecision,BeneficiaryFirstName,BeneficiaryLastName,RelationshipToInsured,BeneficiaryType,PercentageShare,BeneficiaryAddress,BeneficiaryCity,BeneficiaryState,BeneficiaryZipCode,BeneficiaryPhone,BeneficiaryEmail,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,ReferenceNumber,DueDate,LateFee,ProcessedBy
Thomas,Brown,1952-11-01,M,2253 Meza Path,Meghanview,ID,83739,+1-442-449-8182,megan90@example.org,N,68.3,196.4,Software Developer,122288.38,LI56788012,Term,2018-05-23,2033-05-19,1160000.0,1450.0,Annually,0.0,0.0,Active,Standard,Approved,Patricia,Brown,Spouse,Primary,100.0,09805 Shepherd Forest Suite 903,East Rachelview,CA,32730,+1-965-932-9856x8499,doylelaurie@example.com,2025-05-21,1450.0,Bank Transfer,Completed,ACH-90664744,2025-05-21,0.0,System
Riley,Clark,2001-03-25,M,68771 Heath Union Apt. 209,Katrinaton,NM,53574,001-234-315-3597x710,herringdawn@example.com,N,69.0,202.4,Civil Engineer,49501.57,LI36676394,Term,2017-05-23,2037-05-18,480000.0,23.33,Quarterly,0.0,0.0,Active,Preferred Plus,Approved,Kelly,Clark,Child,Primary,100.0,09418 Phillips Meadows Apt. 042,Matthewfort,SC,77200,427.531.3921x180,ellisjason@example.com,2023-10-19,23.33,Credit Card,Completed,CC-92734755,2023-10-19,0.0,Agent
Martha,Johnson,1973-01-23,F,50238 Glass Shore Apt. 371,West Tinachester,PA,97401,+1-718-872-4010x783,oturner@example.org,N,64.0,181.1,Driver,36506.26,LI30022174,Term,2020-05-22,2030-05-20,170000.0,11.47,Monthly,0.0,0.0,Active,Standard,Approved,Johnson Family,Trust,Trust,Primary,100.0,392 Miller Court,New Mary,CT,80501,+1-379-921-6501,stephen01@example.net,2021-02-21,11.47,Cash,Failed,CSH-36587549,2021-02-16,0.0,Customer Service
Martha,Johnson,1973-01-23,F,50238 Glass Shore Apt. 371,West Tinachester,PA,97401,+1-718-872-4010x783,oturner@example.org,N,64.0,181.1,Driver,36506.26,LI30022174,Term,2020-05-22,2030-05-20,170000.0,11.47,Monthly,0.0,0.0,Active,Standard,Approved,Johnson Family,Trust,Trust,Primary,100.0,392 Miller Court,New Mary,CT,80501,+1-379-921-6501,stephen01@example.net,2022-04-12,11.47,Check,Completed,CHK-17454435,2022-04-12,0.0,Customer Service
Cody,Harris,1946-08-03,M,1990 Williams Island,West Alanstad,WV,37516,(483)256-5215x6818,cwoods@example.com,N,68.5,193.6,Retail Associate,46836.12,LI02370646,Indexed Universal,2016-05-23,2037-05-18,440000.0,316.8,Monthly,10223.07,11.0,Active,Preferred,Approved,Jose,Harris,Child,Primary,84.0,09251 Christine Avenue,New Haley,AZ,08892,001-414-574-7299x0555,sgordon@example.net,2023-12-13,316.8,Bank Transfer,Completed,ACH-78502109,2023-12-13,0.0,Auto-Payment
Renee,Buck,1956-04-12,F,379 Jacobs Road Suite 225,New Robert,KS,34335,584-236-8681x1143,mscott@example.net,N,72.0,199.0,Doctor,215211.11,LI70834596,Indexed Universal,2017-05-23,2048-05-15,2020000.0,1818.0,Monthly,75409.33,12.0,Active,Standard,Approved,Sean,Buck,Sibling,Primary,51.0,483 Mccormick Corners,Williamsland,VI,84843,+1-940-635-1957x3009,xtyler@example.org,2021-03-03,1818.0,Credit Card,Completed,CC-16984142,2021-03-03,0.0,Customer Service
Adam,Williams,1975-06-08,M,6582 Holloway Passage,Port Matthew,TN,54906,879.341.2886,patrickemily@example.org,N,70.7,209.8,Sales Representative,58185.17,LI59529370,Term,2016-05-23,2036-05-18,530000.0,28.62,Monthly,0.0,0.0,Active,Preferred,Approved,Mandy,Williams,Child,Primary,100.0,6582 Holloway Passage,Port Matthew,TN,54906,370.757.5494,mparker@example.org,2024-08-09,28.62,Check,Completed,CHK-57995104,2024-08-09,0.0,Auto-Payment
Kyle,Perez,2003-11-21,M,574 Christopher Stream Suite 359,Port Laurenshire,WI,29385,681.646.0476x1437,stephenfoster@example.com,N,71.7,208.0,Firefighter,45186.98,LI13109778,Indexed Universal,2022-05-22,2100-05-03,250000.0,32.4,Monthly,220.67,17.0,Active,Preferred Plus,Approved,Carrie,Rose,Parent,Primary,10.0,893 Evans Rapid Apt. 300,Owensshire,OR,09407,+1-334-968-0606x5612,thomas67@example.org,2025-01-12,32.4,Cash,Completed,CSH-45139194,2025-01-06,10.0,Agent
Natasha,Nelson,1957-05-28,F,8893 Jonathan Mountains,Curtishaven,MS,57671,+1-840-486-5424x382,matthew74@example.org,N,67.1,158.4,Teacher,44705.68,LI33825047,Term,2016-05-23,2026-05-21,340000.0,38.25,Monthly,0.0,0.0,Active,Standard,Approved,Travis,Nelson,Child,Primary,100.0,1090 Elizabeth Corners,Schwartzbury,TN,76818,259.214.6936x66391,masonaaron@example.com,2023-09-14,38.25,Cash,Completed,CSH-47795222,2023-09-14,0.0,Agent
Brandi,Cain,1946-03-14,F,831 Marie Turnpike Suite 412,South Kimberlyfurt,MD,80681,+1-992-601-2376x317,joshua10@example.com,N,64.2,171.1,Electrician,42666.91,LI34534401,Term,2016-05-23,2046-05-16,280000.0,47.25,Monthly,0.0,0.0,Active,Substandard,Approved,Danny,Cain,Spouse,Primary,47.0,4238 Katherine Run,Morrisonland,OR,11331,209.281.7455x27537,sarah02@example.net,2024-12-04,47.25,Check,Completed,CHK-59847105,2024-12-07,0.0,System
Jessica,Welch,1996-06-24,F,03342 Nicole Stravenue Apt. 583,East Andrew,MP,34814,502-761-5347,donna89@example.com,N,66.2,156.1,Receptionist,41751.68,LI20626606,Indexed Universal,2023-05-22,2094-05-04,400000.0,86.4,Monthly,446.09,18.0,Active,Standard,Approved,Rodney,Welch,Child,Primary,100.0,03342 Nicole Stravenue Apt. 583,East Andrew,MP,34814,754.572.2405,gallagherpatricia@example.org,2024-04-16,86.4,Check,Completed,CHK-64044124,2024-04-16,0.0,System
Lindsey,Woods,1979-03-30,F,0454 Daniel Plaza,Erinstad,NM,06447,368-820-9225x70900,sararoach@example.com,N,72.4,226.1,IT Specialist,66891.19,LI37915044,Universal,2017-05-23,2071-05-10,750000.0,162.0,Monthly,4925.77,12.0,Active,Preferred,Approved,Alexander,Woods,Spouse,Primary,100.0,0454 Daniel Plaza,Erinstad,NM,06447,+1-344-936-0488x48618,marcus57@example.com,2019-09-10,162.0,Check,Completed,CHK-96635513,2019-09-10,0.0,Agent
Leslie,Torres,1996-08-28,F,429 Mary Rapids,Knightton,UT,39565,(828)998-6061x065,jesusavila@example.com,N,64.6,185.2,Pharmacist,88383.36,LI79852736,Variable,2017-05-23,2088-05-05,900000.0,136.08,Monthly,5435.4,12.0,Active,Preferred,Approved,Kelly,Torres,Sibling,Primary,100.0,51600 Jonathan Ford Suite 835,North Brandonfort,AZ,95139,360.734.5300x734,timothysherman@example.org,2018-04-18,136.08,Bank Transfer,Completed,ACH-77956355,2018-04-18,0.0,System
Douglas,Carter,1985-08-29,M,507 Ayala Wall,Port Brandi,NV,84658,(420)253-4407x77946,umcclure@example.com,Y,71.2,195.1,Sales Representative,40237.54,LI29234521,Indexed Universal,2017-05-23,2077-05-08,250000.0,72.0,Monthly,2643.41,12.0,Active,Preferred,Approved,Michelle,Carter,Sibling,Primary,16.0,67051 Christine Vista Apt. 090,Matthewhaven,CO,52229,+1-272-791-9304x20185,timothyrodriguez@example.net,2021-10-27,72.0,Bank Transfer,Completed,ACH-19456706,2021-10-29,0.0,Customer Service
Kayla,Rice,1991-08-24,F,7028 Dorsey Crest,Rodriguezstad,OK,38458,9822154544,douglaslawrence@example.org,N,62.6,186.0,Physical Therapist,61794.3,LI81147719,Term,2023-05-22,2043-05-17,410000.0,14.76,Monthly,0.0,0.0,Active,Standard,Approved,John,Rice,Child,Primary,81.0,7028 Dorsey Crest,Rodriguezstad,OK,38458,001-235-527-5652,mckayrachel@example.org,2024-05-16,14.76,Cash,Completed,CSH-84478525,2024-05-16,0.0,Agent
Angela,Henry,1985-05-23,F,76342 Abbott Circle Suite 330,Michaelfort,OH,19653,257-559-8339x914,john66@example.net,N,66.9,142.8,Firefighter,35355.25,LI22321999,Term,2015-05-24,2045-05-16,470000.0,21.15,Monthly,0.0,0.0,Active,Standard,Approved,Brittany,Foley,Parent,Primary,100.0,080 Williams Falls Suite 857,Jessicachester,UT,38263,(354)724-7026,raymond69@example.net,2024-03-07,21.15,Cash,Completed,CSH-36149250,2024-03-07,0.0,Agent
Austin,Brown,1991-05-08,M,941 Erik Landing Apt. 810,Kleinport,CT,83638,(424)887-0987,michelle96@example.org,N,71.3,194.4,Lab Technician,40191.59,LI75222665,Indexed Universal,2021-05-22,2087-05-06,480000.0,110.59,Monthly,1305.3,16.0,Active,Preferred,Approved,Tina,Brown,Spouse,Primary,100.0,941 Erik Landing Apt. 810,Kleinport,CT,83638,001-560-927-8462x4068,brooke45@example.net,2023-06-15,110.59,Check,Completed,CHK-36166218,2023-06-11,10.0,Customer Service
Jennifer,Smith,1984-09-10,F,961 Lauren Lodge,Andersonside,AZ,70019,(503)691-7026,joseph59@example.com,N,67.0,211.8,Lawyer,198363.21,LI32828061,Indexed Universal,2015-05-24,2074-05-09,1470000.0,5880.0,Annually,21944.02,10.0,Active,Standard,Approved,Joshua,Smith,Spouse,Primary,48.0,813 Karen Spurs Apt. 196,Frankfurt,TN,37350,458.433.5663x882,zsmith@example.net,2020-05-22,5880.0,Bank Transfer,Completed,ACH-88222274,2020-05-22,0.0,System
John,Nixon,2001-06-13,M,07883 George Mill,Lake Ronald,MI,38591,+1-952-220-7201,devin74@example.net,N,69.6,201.9,Computer Programmer,41007.05,LI27596290,Variable,2021-05-22,2097-05-03,160000.0,45.36,Monthly,771.25,16.0,Active,Substandard,Approved,Nixon Family,Trust,Trust,Primary,36.0,8896 Timothy Fork Suite 707,Port Tina,NE,24420,799-297-9896x86205,gwebb@example.org,2021-07-21,45.36,Cash,Completed,CSH-94390094,2021-07-21,0.0,Agent
Nicole,Chavez,2001-01-19,F,7600 Ramirez Inlet Suite 973,Lake Kathrynbury,AZ,30339,724.396.7574,turnerjuan@example.net,N,65.8,176.4,Mechanic,51329.35,LI81459004,Universal,2020-05-22,2096-05-03,470000.0,1269.0,Annually,1644.72,15.0,Active,Substandard,Approved,Jamie,Chavez,Child,Primary,100.0,7021 Cunningham Unions,Port Tannerborough,KY,00640,207-772-5021,brianjordan@example.org,2023-05-22,1269.0,Credit Card,Completed,CC-66936065,2023-05-22,0.0,Agent
Jessica,Nelson,1959-03-03,F,27160 Dillon Walk Apt. 607,Rossborough,WI,50374,001-511-328-9812,wyang@example.net,Y,65.0,137.3,Architect,44442.45,LI78613858,Variable,2020-05-22,2054-05-14,460000.0,362.25,Monthly,6501.67,15.0,Active,Standard,Approved,Michael,Nelson,Spouse,Primary,100.0,55889 Jill Extension,North Thomas,DE,35528,925-470-6707,jon54@example.net,2022-11-13,362.25,Bank Transfer,Completed,ACH-75366375,2022-11-08,18.11,System
Wayne,Bishop,1995-08-02,M,83473 Gregory Ports Suite 746,Burchborough,AS,79755,(640)375-8181,joshuawhitehead@example.org,N,68.2,185.3,Business Analyst,61394.98,LI26703688,Universal,2019-05-23,2089-05-05,500000.0,86.4,Monthly,1399.64,14.0,Active,Preferred,Approved,Rachel,Bishop,Sibling,Primary,100.0,52477 Olson Heights Suite 964,North Kevin,LA,07430,6608698826,susanpowers@example.com,2024-10-23,86.4,Check,Completed,CHK-68005434,2024-10-23,0.0,System
Robert,Lewis,1971-10-07,M,4769 Diane Common Suite 122,Port Matthewbury,VA,75808,+1-565-558-6819x00415,nathanbruce@example.com,N,68.2,198.2,Customer Service Representative,69736.67,LI97808147,Whole Life,2017-05-23,2063-05-12,590000.0,318.6,Monthly,10438.58,12.0,Active,Preferred,Approved,Susan,Lewis,Spouse,Primary,100.0,680 Graham Branch,Martinmouth,TX,43746,(926)892-3383x31246,umeza@example.org,2019-01-13,318.6,Bank Transfer,Completed,ACH-04220188,2019-01-13,0.0,Auto-Payment
Robert,Rivera,1967-03-01,M,924 Morrison Square Apt. 752,Novakport,WA,91590,+1-479-235-6465x1939,nhahn@example.com,Y,69.4,177.7,Firefighter,58119.5,LI56251215,Indexed Universal,2018-05-23,2060-05-12,260000.0,631.8,Quarterly,5367.74,13.0,Active,Substandard,Approved,Melissa,Rivera,Child,Primary,100.0,9829 Anthony Island,Woodsfort,TN,79251,+1-583-667-6074x1059,stewartkelsey@example.org,2022-10-29,631.8,Check,Completed,CHK-78192357,2022-10-29,0.0,Agent
Shannon,Thomas,1953-03-25,F,10205 Brianna Brook Apt. 402,Foxland,NJ,59257,001-258-991-7839x08470,gsimmons@example.com,N,67.2,176.4,Receptionist,55560.58,LI14050828,Term,2015-05-24,2035-05-19,490000.0,33.07,Monthly,0.0,0.0,Active,Preferred Plus,Approved,Daniel,Thomas,Spouse,Primary,100.0,10967 Cooper Spring Apt. 636,Jessicatown,PR,44433,001-904-917-3722x3426,kaiserjames@example.net,2023-01-08,33.07,Credit Card,Completed,CC-28400343,2023-01-12,0.0,Auto-Payment
Aaron,Cox,1960-09-02,M,74546 Kelsey Squares Suite 102,West Brandonland,FL,71683,231.595.5897,lindsey97@example.org,N,69.8,181.0,Software Developer,89197.44,LI66760345,Indexed Universal,2023-05-22,2058-05-13,370000.0,333.0,Monthly,1024.61,18.0,Active,Standard,Approved,Lisa,Cox,Spouse,Primary,49.0,911 Pearson Spurs Apt. 646,Longborough,HI,57578,(731)688-2978x76824,christopher62@example.com,2024-06-15,333.0,Credit Card,Completed,CC-73985107,2024-06-15,0.0,System
Manuel,Brown,1969-11-14,M,3263 John Stream Suite 524,Dawnton,NC,54881,+1-840-735-5338x0339,scottsmith@example.com,Y,68.2,161.5,Pharmacist,95857.38,LI92899347,Whole Life,2020-05-22,2064-05-11,560000.0,567.0,Monthly,9328.92,15.0,Active,Substandard,Approved,Angela,Brown,Child,Primary,100.0,201 Mckenzie Drive Suite 126,Brownside,PW,55351,001-261-410-8403,emyers@example.org,2022-05-12,567.0,Cash,Completed,CSH-36820143,2022-05-12,0.0,System
Thomas,Bell,1958-01-15,M,6248 Jeffrey Road,West Diane,NV,03818,313.398.4822x850,bholmes@example.net,Y,75.1,241.3,Mechanic,53912.61,LI23007568,Indexed Universal,2022-05-22,2055-05-14,580000.0,522.0,Monthly,3554.61,17.0,Paid-up,Standard,Approved,Erin,Bell,Child,Primary,100.0,91277 Garcia Lake,New Anthonyhaven,VI,35377,824-767-6004x2597,vdavis@example.com,2025-04-06,522.0,Bank Transfer,Completed,ACH-86626283,2025-04-06,0.0,Agent
Rebecca,Marshall,1999-09-29,F,04719 Smith Hollow Apt. 970,Sydneymouth,FM,95274,340.425.8835x868,michaelball@example.com,N,64.0,164.0,Physical Therapist,44773.77,LI21433765,Variable,2016-05-23,2090-05-05,320000.0,145.15,Quarterly,3100.52,11.0,Active,Preferred,Approved,Sherri,Anderson,Parent,Primary,100.0,45979 Jacob Union Suite 554,Lake Deniseview,FL,16507,9019499611,lauren53@example.net,2019-11-04,145.15,Credit Card,Completed,CC-54305598,2019-11-04,0.0,Auto-Payment
Deborah,Anderson,1988-04-24,F,5107 Charles Forest Suite 251,West Justin,NV,71701,001-449-680-8412x411,cassandra53@example.net,Y,65.0,170.7,Construction Worker,35878.59,LI13730637,Universal,2018-05-23,2081-05-07,200000.0,25.92,Monthly,514.89,13.0,Active,Preferred Plus,Approved,Stacey,Anderson,Child,Primary,100.0,5107 Charles Forest Suite 251,West Justin,NV,71701,001-782-345-5381,toddheath@example.org,2020-06-06,25.92,Cash,Completed,CSH-78421929,2020-06-11,0.0,Customer Service
Robert,Smith,1962-02-22,M,40061 Marshall Drive,Garrettside,GA,78337,451.747.4397x429,martinezmindy@example.net,N,70.0,204.7,Police Officer,30272.6,LI28820885,Whole Life,2021-05-22,2058-05-13,210000.0,189.0,Monthly,2706.07,16.0,Active,Preferred,Approved,Bonnie,Atkins,Parent,Primary,63.0,297 David Terrace Apt. 187,New Natashabury,IL,40159,001-745-839-7508x29038,huberangela@example.com,2023-07-08,189.0,Bank Transfer,Completed,ACH-51104732,2023-07-11,0.0,System
Jon,Mclaughlin,1946-04-18,M,50254 Martin Track,Lake Felicia,HI,04796,602-997-5997,danielle96@example.com,N,71.5,199.0,Engineer,127207.11,LI82721697,Universal,2019-05-23,2040-05-17,1530000.0,1032.75,Monthly,22880.3,14.0,Paid-up,Standard,Approved,Jacob,Mckenzie,Parent,Primary,100.0,4633 Christopher Club,Timothyland,VI,09771,423.596.3190x1076,xmosley@example.com,2024-02-26,1032.75,Bank Transfer,Completed,ACH-21334327,2024-02-26,0.0,Auto-Payment
Robin,Evans,1947-06-13,F,85025 Brown Stravenue,Port Sharon,KY,38321,+1-548-567-2288x39047,kingmichael@example.com,N,65.5,224.1,Teacher,48836.1,LI04008721,Whole Life,2024-05-21,2046-05-16,370000.0,1873.13,Quarterly,1038.8,19.0,Paid-up,Substandard,Approved,Andrea,Silva,Parent,Primary,100.0,360 Wolfe Fort Suite 051,North Brandon,NH,24899,495.532.7918,loriortiz@example.org,2024-05-25,1873.13,Bank Transfer,Completed,ACH-94939979,2024-05-21,93.66,System
Molly,Barron,1953-11-01,F,184 Miguel River,Robertsonborough,AL,84134,905-305-7397x69156,mcarter@example.net,Y,64.0,173.6,Marketing Specialist,62778.48,LI29024295,Variable,2020-05-22,2048-05-15,770000.0,485.1,Monthly,11371.48,15.0,Active,Preferred,Approved,Barron Family,Trust,Trust,Primary,100.0,2477 Daniel Mission,Leeside,CO,45246,(316)621-7367x13873,haletina@example.org,2022-03-13,485.1,Credit Card,Completed,CC-28467317,2022-03-13,0.0,Agent
Kurt,Goodman,1975-02-05,M,2526 Caldwell Expressway Apt. 416,Danielborough,NV,38737,8518337937,hgray@example.net,N,69.3,207.3,Police Officer,54444.02,LI30009867,Term,2019-05-23,2034-05-19,320000.0,12.96,Monthly,0.0,0.0,Active,Preferred Plus,Approved,Calvin,Goodman,Child,Primary,27.0,2526 Caldwell Expressway Apt. 416,Danielborough,NV,38737,(563)305-9683x2823,okennedy@example.com,2024-01-22,12.96,Cash,Completed,CSH-67507903,2024-01-27,0.0,System
Kenneth,Lynch,1977-11-04,M,5900 Martha Mills,Raystad,MD,19874,+1-266-993-3515,mackelizabeth@example.org,N,66.3,169.8,Driver,65456.36,LI11731606,Universal,2018-05-23,2070-05-10,410000.0,166.05,Monthly,4611.92,13.0,Active,Substandard,Approved,Michael,Powers,Parent,Primary,100.0,72480 Willie Road Suite 179,New Laurenside,CO,42271,001-527-871-1527x507,yorkmargaret@example.org,2019-07-26,166.05,Check,Completed,CHK-33408288,2019-07-17,10.0,Agent
Robert,Gardner,1961-06-01,M,112 Matthew Pike,South Vickie,WV,83282,(905)366-1863x239,marypeck@example.com,N,71.0,225.6,Civil Engineer,40795.06,LI20621196,Term,2017-05-23,2047-05-16,390000.0,65.81,Monthly,0.0,0.0,Active,Substandard,Approved,Aaron,Gardner,Child,Primary,100.0,112 Matthew Pike,South Vickie,WV,83282,(615)670-4533x043,wardashley@example.net,2022-12-26,65.81,Cash,Failed,CSH-35512380,2022-12-23,0.0,Customer Service
Taylor,Gonzales,1975-08-30,F,9198 David Cliffs Apt. 291,Flemingland,NJ,39630,(390)829-8310x4384,kmartin@example.org,N,61.2,146.5,Customer Service Representative,41290.29,LI80773966,Universal,2020-05-22,2070-05-10,540000.0,131.22,Monthly,1854.03,15.0,Active,Preferred Plus,Approved,Julian,Gonzales,Child,Primary,100.0,0857 Torres Union Apt. 363,West David,WI,56998,(822)871-9217x3665,mhall@example.org,2023-03-08,131.22,Credit Card,Completed,CC-01643586,2023-03-08,0.0,Customer Service
Frederick,Green,1947-12-16,M,31697 Jennifer Summit Apt. 675,Sophiabury,RI,26250,939-569-0453x9252,stephen38@example.org,Y,67.5,202.6,Driver,46129.94,LI95024731,Universal,2019-05-23,2041-05-17,280000.0,283.5,Monthly,5845.97,14.0,Paid-up,Substandard,Approved,Kevin,Green,Sibling,Primary,100.0,7296 Eric Cove,Davidshire,MN,75678,(817)608-8548x1882,mcleanbrittany@example.org,2022-12-03,283.5,Bank Transfer,Completed,ACH-40230282,2022-12-03,0.0,Customer Service
Kurt,Goodman,1975-02-05,M,2526 Caldwell Expressway Apt. 416,Danielborough,NV,38737,8518337937,hgray@example.net,N,69.3,207.3,Police Officer,54444.02,LI30009867,Term,2019-05-23,2034-05-19,320000.0,12.96,Monthly,0.0,0.0,Active,Preferred Plus,Approved,Calvin,Goodman,Child,Primary,27.0,2526 Caldwell Expressway Apt. 416,Danielborough,NV,38737,(563)305-9683x2823,okennedy@example.com,2021-08-16,12.96,Cash,Completed,CSH-68575371,2021-08-10,10.0,System
Katherine,Vasquez,2002-09-15,F,030 Jenkins Mission Apt. 941,West Renee,UT,50568,7515648389,shanehansen@example.org,N,68.0,214.2,Lawyer,140131.92,LI75758892,Whole Life,2017-05-23,2094-05-04,1050000.0,425.25,Monthly,16794.39,12.0,Active,Substandard,Approved,Adam,Washington,Parent,Primary,100.0,24320 Rice Roads Apt. 079,Lake Joseberg,MS,89168,(713)267-6348x52852,heatherdavis@example.org,2018-05-24,425.25,Cash,Completed,CSH-63503104,2018-05-18,21.26,System
Frederick,Brown,1968-10-11,M,2386 George Common Suite 937,East Steven,KS,60737,607-948-2175x946,james67@example.org,Y,68.0,200.6,Customer Service Representative,47527.38,LI72938537,Universal,2022-05-22,2065-05-11,340000.0,137.7,Monthly,1105.94,17.0,Active,Standard,Approved,Robyn,Brown,Spouse,Primary,100.0,2386 George Common Suite 937,East Steven,KS,60737,(269)393-9142x652,lorijohnson@example.com,2025-02-01,137.7,Bank Transfer,Completed,ACH-78513619,2025-02-05,0.0,System
Shelly,Mclaughlin,1949-11-03,F,82225 Kari Place Apt. 562,Sethside,MT,25234,001-342-601-2234,brookefrench@example.net,N,65.6,207.4,Receptionist,39347.6,LI51316554,Term,2019-05-23,2039-05-18,470000.0,52.88,Monthly,0.0,0.0,Active,Standard,Approved,Troy,Mclaughlin,Spouse,Primary,27.0,5467 Alex Mountains Suite 870,East Kristinhaven,AK,74136,303.241.1638x610,brianwatson@example.com,2024-12-22,52.88,Bank Transfer,Completed,ACH-35889161,2024-12-22,0.0,Agent
Drew,Miller,1987-01-22,M,9161 Smith Bridge Apt. 218,South Anneland,SD,38076,534-947-6094,vroberts@example.org,N,65.4,188.7,Attorney,243210.32,LI13554413,Universal,2016-05-23,2078-05-08,1800000.0,311.04,Monthly,9512.69,11.0,Active,Preferred,Approved,Brett,Wells,Parent,Primary,100.0,88575 Joseph Lakes Apt. 164,Lake Austin,CO,15034,001-480-382-9548x5211,barbara46@example.org,2020-04-02,311.04,Cash,Completed,CSH-37892879,2020-04-02,0.0,Agent
Deborah,Anderson,1988-04-24,F,5107 Charles Forest Suite 251,West Justin,NV,71701,001-449-680-8412x411,cassandra53@example.net,Y,65.0,170.7,Construction Worker,35878.59,LI13730637,Universal,2018-05-23,2081-05-07,200000.0,25.92,Monthly,514.89,13.0,Active,Preferred Plus,Approved,Stacey,Anderson,Child,Primary,100.0,5107 Charles Forest Suite 251,West Justin,NV,71701,001-782-345-5381,toddheath@example.org,2020-01-08,25.92,Credit Card,Completed,CC-10093148,2020-01-13,0.0,Auto-Payment
Ann,Williams,1951-11-06,F,269 Paul Ranch,Riceside,VI,02005,+1-318-645-1462x70482,ericfarmer@example.net,Y,68.8,223.0,Real Estate Agent,29744.09,LI04383400,Term,2022-05-22,2037-05-18,390000.0,43.88,Monthly,0.0,0.0,Active,Standard,Approved,Allen,Williams,Spouse,Primary,100.0,269 Paul Ranch,Riceside,VI,02005,(487)556-7071x8129,nnielsen@example.net,2024-07-10,43.88,Credit Card,Completed,CC-90761471,2024-07-10,0.0,Customer Service
John,Garcia,1956-04-10,M,5561 Melissa Cape,Port Devonburgh,MA,47362,894.915.5216x674,zbanks@example.org,N,70.7,210.3,Computer Programmer,47975.96,LI16711456,Whole Life,2020-05-22,2051-05-15,190000.0,1900.0,Annually,3213.54,15.0,Active,Preferred,Approved,Crystal,Wright,Parent,Primary,100.0,04857 Cole Creek,South Mark,NJ,91496,(781)482-9127,barbara91@example.net,2024-05-21,1900.0,Cash,Completed,CSH-35156193,2024-05-21,0.0,Auto-Payment
Jay,King,1956-05-15,M,14614 Savage Pine,Lake Patricia,HI,07545,965-442-3567,sgomez@example.net,N,65.9,131.4,HR Manager,80905.66,LI05536925,Whole Life,2018-05-23,2049-05-15,760000.0,855.0,Monthly,27322.81,13.0,Active,Standard,Approved,Pamela,King,Sibling,Primary,100.0,029 Baker Viaduct,Wernerberg,MH,65068,(435)714-8749x7151,mike89@example.org,2019-04-18,855.0,Check,Completed,CHK-37241721,2019-04-18,0.0,Customer Service
Steven,Stein,1960-11-26,M,622 Turner Park,North Gary,KY,55695,671-254-3799x3712,ncook@example.com,N,68.1,197.0,Dentist,197879.01,LI04135269,Term,2016-05-23,2026-05-21,1380000.0,1725.0,Annually,0.0,0.0,Active,Standard,Approved,Denise,Stein,Child,Primary,23.0,924 Roberts Radial Suite 247,West Jason,PW,81997,+1-387-659-1530x075,tina18@example.org,2025-05-21,1725.0,Check,Completed,CHK-07804307,2025-05-21,0.0,Customer Service
William,Harrington,1985-11-15,M,081 Crystal Ways,West Eric,LA,93321,287.512.5521x376,gpeterson@example.org,Y,74.9,218.4,IT Specialist,42127.52,LI07264830,Variable,2015-05-24,2075-05-09,310000.0,146.47,Monthly,6192.59,10.0,Active,Substandard,Approved,Danielle,Duran,Parent,Primary,100.0,4918 Smith Square,Lake Jorge,WV,45821,+1-754-965-1206x90611,daniellemoore@example.org,2017-04-13,146.47,Check,Completed,CHK-18966076,2017-04-13,0.0,Auto-Payment
Joel,Tyler,1987-08-03,M,33053 Cheryl Stream Suite 969,Amberfort,OH,02148,255-357-2773x82646,whoffman@example.org,N,67.3,191.9,Engineer,122647.48,LI34715230,Indexed Universal,2018-05-23,2080-05-07,1030000.0,237.31,Monthly,6549.63,13.0,Active,Preferred,Approved,Amanda,Tyler,Spouse,Primary,100.0,33053 Cheryl Stream Suite 969,Amberfort,OH,02148,401.880.5893x5967,michaelsavage@example.org,2020-04-12,237.31,Check,Completed,CHK-63637971,2020-04-12,0.0,System
Brandon,Long,1959-05-09,M,045 Cook Wells,Morrisshire,VI,24889,529-596-4260,llambert@example.org,Y,70.9,192.3,Pharmacist,122567.91,LI94508133,Whole Life,2017-05-23,2051-05-15,430000.0,8062.5,Annually,23085.69,12.0,Active,Substandard,Approved,Adam,Long,Sibling,Primary,100.0,4058 Kim Street,Christianfort,WA,34194,001-739-650-4449x209,michael91@example.org,2017-05-21,8062.5,Check,Completed,CHK-68978974,2017-05-23,0.0,System
James,Brown,1972-09-19,M,281 Shane Crescent Suite 330,North Dawnbury,NJ,06057,8332228556,travis68@example.org,Y,68.7,181.9,HR Manager,96193.5,LI38491120,Variable,2015-05-24,2062-05-12,830000.0,588.26,Monthly,29567.7,10.0,Active,Substandard,Rated,Patricia,Brown,Spouse,Primary,100.0,82000 Brooke Plain,South Danaside,DC,82534,465-353-0922x221,nhanson@example.com,2020-01-28,588.26,Check,Completed,CHK-46285958,2020-01-28,0.0,System
