FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,CreditScore,MaritalStatus,DriverLicenseNumber,Make,Model,Year,VIN,Color,VehicleType,EstimatedValue,AnnualMileage,PolicyNumber,EffectiveDate,ExpirationDate,PremiumAmount,CoverageType,Deductible,LiabilityLimit,ComprehensiveCoverage,CollisionCoverage,UninsuredMotoristCoverage,ClaimNumber,DateOfIncident,DateReported,IncidentDescription,IncidentLocation,ClaimAmount,SettlementAmount,ClaimStatus,FaultFlag
Adam,Jones,1984-12-31,M,613 Lucas Cliffs,North Stephen,SC,43979,606,M,SC94103713,Buick,LaCrosse,2015,G43TLRCELMDZ5VAIE,Orange,Truck,6594,7227,P906965032,2024-05-21,2025-05-21,261.12,Standard,1000,100000,0,1,1,,,,,,,,,
Joel,Phelps,1950-02-04,M,9340 Phelps Shores,Lake Thomas,SD,59812,559,D,SD70834356,Jeep,Compass,2011,TKEYW0NRVVQFN0IZH,Black,Coupe,5989,21024,P869983008,2024-05-21,2025-05-21,206.98,Basic,1000,25000,0,1,0,,,,,,,,,
Jennifer,Hunter,2002-01-06,F,058 Daniel Gateway Suite 290,Rasmussenmouth,VI,56921,486,M,VI80964638,Audi,A6,2021,SNV9RR49HQWP8XFAN,Red,Luxury,19188,17085,P164584474,2024-05-21,2027-05-21,1595.67,Custom,2000,250000,0,1,0,,,,,,,,,
Jeremy,Acosta,2001-06-02,M,0165 Stephanie Divide Suite 021,Port Deanna,MI,47968,538,D,MI72150722,Nissan,Altima,2007,C5F9E0KLLIRO7YY0K,Blue,Van,3601,6108,P082961291,2022-05-22,2024-05-21,252.79,Premium,250,1000000,1,1,1,,,,,,,,,
Randall,Kennedy,1985-12-24,M,252 Katie Turnpike,Port Eric,ME,87348,714,W,ME37190873,Mazda,CX-30,2019,GVXKQ5HHOI4KBQ08F,Orange,Sedan,14308,11798,P985589754,2022-05-22,2025-05-21,343.39,Basic,2000,500000,0,0,1,,,,,,,,,
Stephen,Cooper,1940-05-06,M,6945 Villa Points Apt. 192,Lake Javierburgh,ID,34964,829,D,ID44461660,BMW,X1,2014,J49IX5TTEUGQV2X2H,Yellow,SUV,24020,13116,P117840759,2024-05-21,2026-05-21,608.76,Basic,250,25000,0,0,0,C48615155,2024-10-01,2024-10-23,Vehicle hit while parked,"1119 Schroeder Plains Apt. 827, North Mercedes, NE",5272.64,,Open,1.0
Alexandra,Paul,1990-12-29,F,19433 Coffey Camp Suite 793,East Traceyfurt,KY,15042,581,D,KY38878041,Chevrolet,Silverado,2023,W1SAGMLF2L9O98N2R,Brown,Truck,35429,23043,P635842468,2024-05-21,2027-05-21,1122.39,Basic,2000,50000,0,1,0,C57243623,2025-01-01,2025-01-21,Rear-end collision at intersection,"51618 Burns Ridges Apt. 710, Sabrinahaven, PR",8846.89,,Under Investigation,1.0
Stephanie,Hernandez,1967-08-21,F,88743 Elizabeth Drive Suite 102,Kennedyfort,DE,22843,677,D,DE80992166,BMW,X1,2008,1ARVYXTUYL0BU1IAD,Yellow,Luxury,5883,14119,P270437441,2022-05-22,2023-05-22,247.09,Standard,2000,100000,0,0,0,,,,,,,,,
Stephen,Moore,1999-06-11,M,137 Riddle Plaza Apt. 511,Robertburgh,SC,33631,373,S,SC13981961,Mazda,CX-5,2017,Z8WXQDQ851ZFSZF72,Green,Sports Car,25083,22237,P407589321,2023-05-22,2026-05-21,1264.18,Standard,2000,100000,1,1,1,,,,,,,,,
Brittany,Harris,2004-03-04,F,6827 Fisher Street,West Jaimetown,SC,30952,400,W,SC30528735,Lexus,GX,2017,1QOOHF59SHE953A8B,Red,Luxury,44365,21973,P109607207,2022-05-22,2024-05-21,3353.99,Standard,250,500000,0,1,0,,,,,,,,,
Patricia,Shepherd,1975-09-26,F,087 Paul Lane Apt. 668,North Samuel,PA,81195,649,D,PA31844728,Acura,RLX,2017,20BW2MRLLGU1TLXZB,Gray,Coupe,15019,24691,P239072888,2022-05-22,2024-05-21,432.55,Basic,1000,500000,1,1,0,,,,,,,,,
Carl,Barnes,1987-10-22,M,7161 Barnes Parkway Apt. 294,West Brandon,KS,74710,753,D,KS23980749,Jeep,Cherokee,2017,JQZDCSE094588YSVC,Orange,SUV,3695,20979,P191876897,2024-05-21,2026-05-21,78.04,Basic,1000,100000,0,0,1,,,,,,,,,
Kyle,Mcdonald,1956-06-28,M,184 Rodriguez Mews,South Aaron,OH,95147,769,M,OH84095724,Volkswagen,Tiguan,2022,ZYJB48WUMH9NKLYBW,Beige,Truck,46829,16522,P530796484,2023-05-22,2024-05-21,1631.9,Custom,500,500000,0,0,0,C38793837,2023-05-24,2023-05-29,Fire damage,"73627 Henry Squares, East Sherry, FL",14164.77,12100.13,Closed,0.0
Melinda,Miller,1983-05-27,F,12424 Perry Meadow Apt. 251,Kyleside,IA,91144,442,M,IA90233563,Chrysler,Pacifica,2007,YKR9J94U9JP95F9HP,Gold,Van,2367,22973,P827964083,2024-05-21,2026-05-21,110.78,Premium,1000,100000,1,0,0,,,,,,,,,
Carrie,Joyce,2005-07-16,F,06163 Mary Green,Reneeland,IL,11907,317,D,IL06996054,Hyundai,Elantra,2010,VVPGB8IY525FNSCQQ,Black,Sedan,11012,9131,P086966352,2023-05-22,2024-05-21,773.04,Premium,1000,250000,1,0,1,C07783404,2023-12-07,2023-12-26,Rear-end collision at intersection,"4085 Moss Pines Apt. 825, Pagefort, DC",784.36,754.11,Closed,0.0
Danielle,Bryant,2001-11-08,F,5786 Erin Garden,Tracymouth,MN,23777,698,D,MN02188925,Lexus,ES,2007,U2NCU22KB8OHL1ZUM,Green,SUV,5689,24808,P820517399,2024-05-21,2026-05-21,309.77,Custom,250,50000,1,1,0,C37304087,2024-10-05,2024-10-20,Windshield damage from debris,"543 Lauren Pike Suite 698, Port Meredith, MI",284.75,241.12,Closed,0.0
Adam,Craig,1985-02-13,M,8112 Morales Ramp Apt. 215,West James,CT,53491,437,D,CT58187404,Volkswagen,Jetta,2021,6KF5O2UXXK509Y5BA,Blue,Coupe,20731,6952,P482364335,2023-05-22,2025-05-21,746.32,Standard,500,1000000,0,0,1,,,,,,,,,
Angela,Smith,2002-05-29,F,7232 Mills Loop Apt. 290,Lake Vincent,CO,12038,501,D,CO33516881,Volkswagen,Jetta,2006,C4XJ4A3S8PGBZQ35A,Beige,Hatchback,2000,22743,P315754671,2022-05-22,2024-05-21,86.4,Basic,500,25000,1,1,1,C59862310,2022-08-23,2022-09-06,Hail damage,"3412 Michelle Crest Suite 049, Smithbury, NM",1106.08,,Under Investigation,0.0
Michelle,Montes,1980-12-07,F,83473 Gregory Ports Suite 746,Burchborough,LA,79755,440,S,LA72821277,Lexus,LS,2013,SOSR2HVNKVONNLHAP,Beige,Luxury,8786,19743,P075541418,2023-05-22,2025-05-21,575.66,Premium,500,1000000,1,1,0,C13161516,2023-10-02,2023-10-21,Side-impact collision,"86003 Bryan Square, North Brooke, OH",1848.35,,Under Investigation,0.0
Logan,Maxwell,1980-12-26,M,7167 Bryan Shoal,Alexanderhaven,AK,97969,519,M,AK16378440,Chevrolet,Silverado,2014,IQUSY2O33B29XZ6UK,Silver,Truck,23316,6642,P298337858,2024-05-21,2025-05-21,1200.31,Premium,250,100000,0,1,1,,,,,,,,,
Sean,Wood,2005-06-03,M,75633 Barker Well,Cynthiafort,NJ,37270,669,M,NJ32834119,Tesla,Model 3,2009,890ZM8JKX2Y5L3EOW,Orange,Wagon,4385,13752,P619734862,2022-05-22,2025-05-21,197.32,Standard,2000,25000,0,1,1,,,,,,,,,
Kyle,Thompson,1990-02-04,M,6475 David Corner,South Darlenehaven,MS,29983,633,W,MS79174187,Chrysler,Voyager,2019,KAGIQDZ7Y95CPQRT3,Green,Convertible,10108,10928,P812250696,2024-05-21,2025-05-21,473.05,Premium,2000,25000,1,1,0,C50569101,2025-05-07,2025-06-01,Vandalism damage while parked,"54760 Gary Burg, Lovestad, PW",6881.43,,Under Investigation,0.0
Andrew,Barrett,1968-02-18,M,0790 Gray Loaf Suite 917,Lake Emilymouth,OK,65608,429,M,OK16093274,Lexus,UX,2021,IRW50LMBVSQOI2JVZ,Yellow,Sedan,18320,18372,P750318162,2024-05-21,2027-05-21,527.62,Basic,1000,100000,1,0,0,,,,,,,,,
Lucas,Floyd,1963-08-17,M,2638 Swanson River,North Francismouth,WY,21517,772,S,WY56563349,Volkswagen,Golf,2016,UYJMIC97SZPL56GW9,Red,Sedan,12916,9277,P043277486,2022-05-22,2025-05-21,309.98,Standard,500,500000,0,1,1,,,,,,,,,
Michelle,Chen,2005-10-08,F,2090 Taylor Walk,Ellisburgh,KY,45534,569,M,KY98061962,Audi,A4,2015,M7ODTLK87N4UNFFQI,Beige,Sedan,9762,9731,P943311171,2023-05-22,2024-05-21,527.15,Standard,250,25000,0,1,0,,,,,,,,,
Antonio,Lang,1943-02-10,M,10804 Morales River Suite 399,South Patrickchester,ME,81793,357,D,ME64685374,Acura,MDX,2012,JTAKKUPBBBKVPMIOK,Orange,Truck,13261,17515,P011163103,2022-05-22,2024-05-21,819.21,Premium,1000,250000,1,0,0,,,,,,,,,
Rebecca,Campbell,1993-03-11,F,044 Douglas Burg Apt. 615,Parsonsberg,MS,59048,477,M,MS43762180,Honda,Civic,2021,CH4L0AH1KG9UZ1KKT,Yellow,SUV,28665,23914,P315616103,2023-05-22,2025-05-21,908.11,Basic,2000,1000000,0,0,0,,,,,,,,,
Karen,Coffey,1992-08-29,F,097 Alexandria Stravenue,Hernandezbury,WI,04639,662,S,WI21441525,Chrysler,Sebring,2025,7DZSYJX20AU5IK31Y,Brown,Sports Car,67818,23822,P276746399,2023-05-22,2025-05-21,3702.86,Premium,2000,500000,0,0,0,C65321045,2025-03-29,2025-04-18,Rear-end collision at intersection,"21158 Davis Point Suite 523, Lisaview, WA",7583.12,6049.59,Closed,0.0
Sarah,Jones,1960-01-07,F,25539 Luke Inlet,Robertfort,IA,95500,357,W,IA08178148,Acura,RDX,2016,HDAS1CO1RYWYMCS3Y,Red,Hatchback,21876,6403,P839619015,2024-05-21,2026-05-21,1023.8,Premium,250,500000,0,0,0,C04350217,2025-05-13,2025-05-31,Single-vehicle accident due to weather,"300 White Place, Seanchester, PA",4696.46,,Open,1.0
Lisa,Berger,1975-10-17,F,7879 Fisher Union,Keithton,WI,91602,498,D,WI89767567,Audi,A6,2018,9UK693P483CHELHRX,Gold,Sedan,18374,24080,P342218432,2023-05-22,2026-05-21,859.9,Premium,250,1000000,1,0,1,,,,,,,,,
Tony,Stanley,1940-02-07,M,6534 Harvey Neck Apt. 707,Michaelview,UT,92334,761,M,UT89437627,Subaru,Legacy,2017,7Q0ECDC9YPP0KLX5R,Brown,Coupe,11751,5796,P991893505,2022-05-22,2023-05-22,372.27,Custom,500,50000,0,0,0,,,,,,,,,
Amanda,Mcfarland,1960-10-13,F,261 Martin Garden,Rhodesside,AK,43981,740,M,AK31637204,Subaru,Crosstrek,2005,MUQ0RZTWO7ERC4R6S,Black,Truck,2000,16963,P872196084,2022-05-22,2025-05-21,72.6,Custom,2000,100000,0,0,1,,,,,,,,,
Austin,Gregory,1941-06-02,M,7620 Diane Trail Suite 473,Andrewview,AZ,25151,773,S,AZ65113582,Chrysler,Town & Country,2011,365RD46WKECBAOTS9,Black,Van,12579,12583,P172620020,2022-05-22,2023-05-22,398.5,Custom,250,50000,1,0,1,C77556019,2023-02-05,2023-03-02,Fire damage,"5838 Moore Springs, Fullermouth, NY",1854.83,1771.63,Closed,0.0
Peggy,Nguyen,1946-01-21,F,63179 Brown Mews Apt. 397,South Nathaniel,IA,60497,669,W,IA90722265,Lexus,IS,2024,FWOJQ44G23TYIFJHS,Gold,Sedan,21802,7621,P627371853,2024-05-21,2027-05-21,627.9,Basic,500,100000,0,1,1,C96530225,2025-01-14,2025-01-26,Hail damage,"67516 John Vista Suite 215, Lake Darrellchester, MH",16658.64,,Under Investigation,0.0
Justin,Bradley,1966-06-30,M,34717 Green Lake,Mauricechester,CT,16391,705,S,CT17115307,Chevrolet,Traverse,2022,5UK4SHA60V33LIFNC,Green,Wagon,24566,23024,P829321764,2022-05-22,2023-05-22,958.07,Premium,250,50000,0,1,0,,,,,,,,,
Christy,Fowler,2005-06-19,F,3293 Maria Plaza,New Jason,AK,31040,735,S,AK74697669,BMW,7 Series,2013,HAA34H8NL9VFRUK94,Black,Sedan,4035,8514,P982473263,2022-05-22,2023-05-22,145.26,Basic,500,250000,0,0,0,C60790726,2023-04-23,2023-05-01,Collision with guard rail,"8130 Nancy Unions Apt. 574, New Brooke, NJ",669.42,,Open,0.0
Patrick,Hooper,1978-04-15,M,22302 Margaret Flat Apt. 470,Perezberg,AK,04628,726,S,AK20997709,Tesla,Model S,2006,2TBER5XEJ2VBQKUW3,Gold,Sports Car,2000,20728,P710995888,2022-05-22,2024-05-21,84.0,Standard,500,250000,0,0,1,C62655719,2023-12-28,2024-01-26,Hit and run accident,"0049 Jason Loop, Whiteview, MS",943.83,,Open,0.0
Barbara,Massey,1988-09-24,F,994 Kelly Shores Suite 784,Port Shawn,NM,16516,398,W,NM35536084,BMW,X7,2012,1W3LCZ6EIMB9GM53F,Silver,SUV,20697,17461,P665270364,2022-05-22,2025-05-21,1065.48,Premium,1000,100000,1,1,1,,,,,,,,,
Jordan,Porter,1942-06-20,M,578 Hernandez Passage,West Sarah,AZ,42251,740,S,AZ62644271,Dodge,Ram 1500,2013,PHWHM54XR8PJPF240,Green,Sports Car,14366,11679,P324272815,2023-05-22,2024-05-21,941.26,Premium,2000,50000,1,1,1,,,,,,,,,
Scott,Nguyen,1971-10-14,M,728 Brittany Motorway Suite 884,Timothybury,NH,12239,790,M,NH37984351,Hyundai,Elantra,2014,F5NK4OTBGDPUH4GBG,Black,Hatchback,19019,23009,P819525031,2023-05-22,2024-05-21,456.46,Standard,1000,50000,1,1,1,,,,,,,,,
Brooke,Frye,2006-02-24,F,434 Michael Village Suite 524,Jessicamouth,NJ,59445,694,M,NJ93465409,Audi,A3,2006,S32YKCD3I4Z4YIDZY,Green,SUV,2000,12696,P193651051,2024-05-21,2025-05-21,79.2,Basic,2000,100000,0,0,1,,,,,,,,,
Lee,Stewart,1975-02-19,M,99787 Morton Ridge Apt. 430,North Stevenville,OK,97162,731,M,OK33144864,Buick,Verano,2016,FRRLOA8O34LPQK5FP,Gray,Hatchback,3327,9295,P117409659,2022-05-22,2025-05-21,99.81,Standard,2000,250000,0,1,1,,,,,,,,,
Derrick,Perkins,1994-05-08,M,73652 Davis Falls Suite 223,Hardingburgh,PR,85378,787,S,PR74953442,Mazda,MX-5 Miata,2017,F8SQ633RGMUDIIQ1Z,Orange,Sedan,3271,22800,P882482220,2024-05-21,2027-05-21,62.8,Basic,1000,1000000,0,0,0,,,,,,,,,
Thomas,Lynch,1939-09-04,M,268 Farmer Plain,Port Nancyland,MH,71102,726,M,MH60868290,Mazda,MX-5 Miata,2018,AP00G5X5CS72RW556,Gold,Wagon,28644,17274,P619561074,2024-05-21,2026-05-21,1340.54,Premium,500,25000,0,1,0,,,,,,,,,
Justin,Clark,1951-07-04,M,496 Dana Orchard Apt. 434,Henryfurt,AZ,78861,822,D,AZ09226982,Chrysler,Voyager,2006,OVVT2IS2JC2FO8HBF,Black,SUV,2000,13099,P249093528,2024-05-21,2026-05-21,82.37,Premium,2000,1000000,0,1,1,C37282694,2024-09-28,2024-10-28,Fire damage,"2550 Ethan Keys Apt. 173, Edwardsberg, MH",370.97,314.25,Closed,0.0
Blake,Brown,1991-11-04,M,6139 Cynthia Roads Suite 048,West Amberberg,MA,43339,719,S,MA31598662,Tesla,Model 3,2018,OGCC1U86AG3U1SWYU,White,Sports Car,15081,21073,P708939384,2024-05-21,2027-05-21,506.72,Basic,1000,50000,0,1,1,,,,,,,,,
Nicole,Moreno,1992-12-14,F,6678 Acevedo Mills,Port Alejandro,IN,68310,322,S,IN57945019,Chrysler,Pacifica,2007,4MH0N5O9R7LJ5MV6B,Red,Van,3366,20877,P326279250,2023-05-22,2025-05-21,96.94,Basic,250,250000,1,0,0,,,,,,,,,
Veronica,Ford,1988-04-26,F,633 Reed Harbor Apt. 106,East Jamieville,ND,78350,751,W,ND77229791,Jeep,Grand Cherokee,2024,YOVM5CV35XUDKITMA,Gray,SUV,16105,18345,P544726458,2023-05-22,2024-05-21,340.14,Basic,500,100000,0,0,1,,,,,,,,,
David,Logan,2003-12-24,M,86589 Eugene Roads,Port Christopherberg,GA,62323,554,D,GA16860830,Nissan,Rogue,2025,IQ7KA8OBM5RY6Q2M8,Gray,Hatchback,25419,10235,P965249116,2023-05-22,2024-05-21,1784.41,Premium,250,500000,0,0,0,,,,,,,,,
Christopher,Thompson,1954-05-18,M,34699 Griffin Fort,Port Christophermouth,KY,58503,600,D,KY53601055,Chrysler,Sebring,2006,AS98BP7C8K4PW5ND1,Silver,Truck,2695,14119,P959730222,2023-05-22,2025-05-21,140.87,Custom,1000,250000,1,1,0,,,,,,,,,
Kari,Russell,1955-04-16,F,8913 Kevin Lodge,Millerhaven,PW,27168,453,M,PW79615013,Acura,MDX,2012,M1VD7CRABOQCUCJ7N,Red,Convertible,3888,17850,P449754487,2022-05-22,2023-05-22,134.37,Basic,250,50000,0,1,1,,,,,,,,,
Austin,Gregory,1941-06-02,M,7620 Diane Trail Suite 473,Andrewview,AZ,25151,773,S,AZ65113582,Chrysler,Town & Country,2011,365RD46WKECBAOTS9,Black,Van,12579,12583,P172620020,2022-05-22,2023-05-22,398.5,Custom,250,50000,1,0,1,C41428632,2023-03-02,2023-03-03,Backing accident in parking lot,"25909 Cruz Trace, Jenniferhaven, VA",8131.65,,Open,0.0
Daniel,Scott,1971-10-18,M,287 Laura Isle,New Katie,MH,79233,433,S,MH90164907,Subaru,Forester,2005,RF7BCU5SXQKQBKURT,Silver,Wagon,2000,22940,P000514714,2022-05-22,2024-05-21,57.6,Basic,1000,25000,1,1,1,,,,,,,,,
Charles,Bean,2003-09-30,M,20125 Daniel Stream,New Jacobton,PW,06329,580,D,PW42151780,Acura,TLX,2008,RPD5L8F1BOM17OCE3,Brown,Hatchback,6290,14783,P911320626,2022-05-22,2024-05-21,373.63,Custom,1000,250000,0,0,1,,,,,,,,,
Riley,Galloway,1992-06-24,M,3788 Rick Forest Apt. 591,North Elizabethmouth,ID,91085,759,W,ID38361709,Subaru,Forester,2007,6QUB24GC9AL4KFW21,Brown,Coupe,2701,17037,P845040336,2024-05-21,2027-05-21,51.86,Basic,2000,50000,0,1,1,,,,,,,,,
Melissa,Gordon,1986-01-03,F,5676 Murray Points Apt. 612,Kristinshire,VT,67636,602,S,VT49411985,Buick,LaCrosse,2024,6WE815VN8LT25CDZB,Blue,Van,23400,20009,P996849599,2022-05-22,2025-05-21,926.64,Custom,500,500000,0,0,0,,,,,,,,,
Jacob,Mccullough,2003-02-21,M,512 Heath Squares Apt. 892,Port Valeriefort,IA,70671,716,S,IA37392256,Jeep,Cherokee,2011,WXSS3SVY65QI2WJJ8,White,SUV,15977,17789,P707693142,2022-05-22,2023-05-22,869.95,Custom,1000,1000000,1,1,0,,,,,,,,,
John,Massey,1948-11-21,M,182 Jones Stravenue,Lake Kathleenmouth,AS,22079,754,D,AS60927888,Jeep,Wrangler,2021,FCQ33WB4MFR898Y5T,Yellow,Sedan,17538,23133,P643080918,2022-05-22,2023-05-22,505.09,Standard,250,25000,1,1,1,,,,,,,,,
Kimberly,Mcmahon,2000-04-13,F,39111 Roth Fall,Port Stevenstad,GA,95293,620,W,GA60087274,Acura,NSX,2022,RS5Y4IG7T92ZX195O,Gray,Convertible,29478,16919,P324090474,2024-05-21,2027-05-21,1167.33,Custom,250,50000,1,0,0,,,,,,,,,
Rhonda,Mooney,1954-09-27,F,33254 Connie Court Apt. 760,Marybury,UT,14635,631,S,UT38266203,Toyota,Camry,2016,BDPV4REWMUB4F0MIZ,Red,Luxury,28452,5122,P551121458,2023-05-22,2024-05-21,1720.78,Standard,1000,1000000,1,1,0,,,,,,,,,
Toni,Wells,1976-11-25,F,41406 Frank Ports Apt. 333,Denisehaven,MI,03129,377,D,MI71975904,Kia,Optima,2010,NP4D8J2X707TLYDSS,Beige,Sedan,9995,21154,P511557077,2024-05-21,2026-05-21,395.8,Custom,2000,250000,0,1,0,,,,,,,,,
Joseph,Cordova,1951-02-07,M,13223 Martinez Curve Apt. 611,Port Toddchester,VT,06073,459,S,VT41782226,Mazda,MX-5 Miata,2012,C39BMTH2I5P7VWKFU,Yellow,SUV,10589,9585,P217075022,2023-05-22,2025-05-21,553.51,Custom,500,1000000,1,0,0,C63389302,2024-01-31,2024-02-17,Collision with animal,"79897 Paul Plains Suite 481, Castilloview, MS",4948.47,,Open,0.0
Anna,Acosta,1982-06-15,F,5793 Williams Islands Suite 029,South Williamland,NM,44773,789,S,NM05184115,Acura,MDX,2005,J8G5950NTLRACV1VM,Green,Sedan,2000,14871,P101198984,2023-05-22,2026-05-21,48.0,Standard,500,25000,1,1,1,C63022866,2025-01-18,2025-01-30,Hit and run accident,"51204 Smith Street Suite 653, Larryton, FM",550.48,,Open,0.0
Ashley,James,1963-10-23,F,406 Smith Way Apt. 974,New Laurie,OK,29206,423,M,OK45473722,Subaru,Ascent,2011,682U6ZV3IU6L5NFLT,White,Wagon,13347,13716,P685962455,2022-05-22,2024-05-21,480.49,Standard,1000,500000,0,0,1,,,,,,,,,
Colleen,Brock,1986-09-27,F,83172 Contreras Points Suite 798,Rivasside,NC,58947,451,W,NC54008958,Dodge,Challenger,2017,35SFY1H0S2UTBTTY9,White,Truck,21269,10201,P116968584,2022-05-22,2024-05-21,673.8,Basic,2000,1000000,1,1,1,,,,,,,,,
Charles,Wright,1983-01-06,M,181 Miller Estates Suite 782,Davisbury,NJ,59631,435,D,NJ34570271,Buick,Envision,2016,3TB94CLLSAD0UCSWN,Beige,Wagon,17290,15945,P915926245,2024-05-21,2027-05-21,809.17,Premium,250,250000,0,0,1,C73396215,2024-05-25,2024-06-22,Fire damage,"977 Cooper Estate Suite 190, Port Kimberly, KS",6180.02,,Open,1.0
Vanessa,Young,1970-01-27,F,9710 Anderson Islands,Mcdanielfurt,PW,93359,764,S,PW85815485,Toyota,Prius,2024,22KKWFAPG0JG3YTII,White,Van,34175,17154,P686027018,2023-05-22,2026-05-21,820.2,Standard,1000,500000,0,0,1,,,,,,,,,
Tracy,Obrien,1996-08-23,F,348 Parker Squares,Rebeccaville,WA,70612,554,W,WA70418881,Subaru,Ascent,2018,63IVV1ERK0VF616D3,Blue,SUV,34580,11037,P272122270,2022-05-22,2025-05-21,1095.49,Basic,2000,500000,1,1,1,C59327820,2024-06-18,2024-07-15,Multi-vehicle collision on highway,"04496 James Circles, Lake Cheryl, OK",9525.22,,Open,1.0
Jordan,Wood,1940-02-19,F,6212 Mendoza Cliff Suite 323,Ryanfort,GA,21312,652,S,GA16359394,Mazda,CX-9,2017,IYBATOLODLONKCP8O,Green,Luxury,22212,23396,P845479885,2024-05-21,2026-05-21,1231.43,Custom,2000,500000,1,0,0,,,,,,,,,
Edgar,Moore,1976-07-10,M,987 Henry Trafficway,East Gregoryport,GU,66222,386,S,GU66414023,Lexus,IS,2012,0SAZWVMPGZBLJ2NP6,Blue,Sedan,4091,11135,P194393039,2023-05-22,2024-05-21,162.0,Custom,500,100000,1,1,0,,,,,,,,,
Jessica,Ferguson,1962-11-12,F,728 Gregory Lakes,New Michael,IA,07173,389,S,IA43669818,Honda,CR-V,2007,6D4HTUW52RB3BIHF1,Red,SUV,2558,13927,P731748409,2023-05-22,2024-05-21,81.04,Basic,500,50000,0,1,1,,,,,,,,,
Tammy,Douglas,1990-03-29,F,84842 Christina Radial,East Brent,NJ,70105,377,M,NJ39611211,Honda,Odyssey,2010,Y6D1HFDI3JSTY8767,Silver,Van,6657,19845,P641267058,2024-05-21,2027-05-21,311.55,Premium,1000,25000,1,1,0,,,,,,,,,
Jeremy,Mcintyre,1967-02-03,M,508 Cameron Station Suite 289,East Jamesborough,WA,08054,333,M,WA29652962,Toyota,RAV4,2012,403CNFU2HERSNUN44,Green,Hatchback,12312,6329,P216587988,2022-05-22,2023-05-22,354.59,Basic,250,50000,1,1,0,,,,,,,,,
Marcus,Johnson,1977-05-07,M,1760 Thompson Forge,Annabury,NJ,68657,591,M,NJ87925560,BMW,7 Series,2005,ANTVR4FJSBNU69IM8,Blue,SUV,2000,21682,P173104482,2023-05-22,2026-05-21,63.36,Basic,2000,250000,1,1,1,,,,,,,,,
Eric,Elliott,1991-04-14,M,0652 Wang Brook,East Ebony,MT,34046,359,W,MT79773763,Jeep,Compass,2025,RTLQ74FCM56J61UM0,White,Sedan,35206,7499,P439415002,2024-05-21,2027-05-21,1267.42,Standard,250,50000,0,0,1,,,,,,,,,
Daniel,White,1944-01-09,M,8861 Walker Forest,Markport,WY,29133,507,M,WY07418409,Acura,NSX,2017,RUTVLYJMWUOCS224E,Gold,Wagon,12536,14469,P931673447,2023-05-22,2025-05-21,541.56,Standard,500,100000,0,1,0,,,,,,,,,
Andrew,Richardson,1983-06-29,M,325 Amber Run,Mclaughlinshire,OH,92624,650,W,OH24157651,Volkswagen,Tiguan,2013,LM86R4YL1W9JPKPF3,White,Luxury,14323,17045,P279971596,2024-05-21,2027-05-21,794.07,Custom,1000,25000,1,1,0,,,,,,,,,
Curtis,Holmes,1941-10-24,M,13062 Kathryn Valley Apt. 369,Samuelberg,NJ,58437,417,D,NJ42472152,Buick,Encore,2009,78D29F8PX71M8ECKC,Gold,Wagon,9041,24068,P416483790,2023-05-22,2025-05-21,390.57,Standard,250,1000000,0,1,1,,,,,,,,,
Robert,Nielsen,1993-03-01,M,04436 Lisa Walk,Danielland,GU,45968,495,M,GU77230728,Audi,Q7,2010,GS0JVC9S902A0NW60,Yellow,SUV,4681,22193,P783541928,2024-05-21,2026-05-21,185.37,Standard,2000,500000,1,0,0,,,,,,,,,
Tyler,Guzman,1954-01-31,M,2961 Green Run Apt. 671,Ericaberg,OR,70743,452,S,OR58277235,BMW,X3,2018,G8E24RZBJHTZQCEQ0,Brown,Luxury,12961,10577,P470270006,2024-05-21,2026-05-21,1019.05,Premium,500,1000000,1,1,0,,,,,,,,,
Joseph,Hodges,1954-02-07,M,30523 Jessica Crossroad Suite 473,West Jeanport,VI,61717,753,W,VI23679652,Kia,Soul,2016,P3V5VS0JZWLSD4TR4,Green,Van,21320,9524,P242837928,2022-05-22,2023-05-22,798.22,Premium,2000,50000,0,1,1,,,,,,,,,
Patrick,Turner,1970-08-12,M,9764 Davis Lodge,Timothyside,ID,66901,323,D,ID71988728,Chevrolet,Impala,2024,D9MIZNQ782D0PY9B7,Beige,Hatchback,45432,15656,P643745099,2023-05-22,2025-05-21,1799.11,Custom,500,500000,0,1,0,,,,,,,,,
Joshua,Barnes,1989-04-07,M,788 Stewart Fields,Rhondamouth,DE,32361,610,D,DE64150139,Volkswagen,Jetta,2016,6REAGUUCQB39BW4Q4,Beige,Van,6550,9265,P573727035,2022-05-22,2025-05-21,306.54,Premium,2000,25000,0,0,1,,,,,,,,,
Cody,Mason,1970-07-20,M,38457 Garner Brook,Gabriellestad,OH,82451,420,W,OH22848354,Lexus,RX,2019,8UOGMVV6V3V020ILT,Brown,SUV,26209,23218,P973348111,2022-05-22,2024-05-21,1141.66,Custom,500,100000,1,1,1,,,,,,,,,
Amanda,Wong,1946-05-29,F,498 Nicholas Lane Suite 918,Nicholasbury,VT,68182,312,M,VT17861708,Nissan,Sentra,2013,287C45IDBXQEJKAZR,Beige,Luxury,13699,8267,P196392993,2023-05-22,2024-05-21,662.81,Basic,1000,1000000,0,0,1,,,,,,,,,
