account_holder_id,account_holder_name,address,relationship_tier,banking_product_id,product_name,product_category,transaction_date,transaction_amount,transaction_type,transaction_id,account_number
AH045,Jessica Wright,"6149 Fifth Pl, Chicago IL",Premium,PROD006,Student Checking,Checking,2024-02-21 10:21:00,-42.99,Fee,TXN000326,CHK439307
AH014,William Allen,"1589 Maple Ave, Albuquerque NM",Preferred,PROD005,Basic Checking,Checking,2024-01-02 10:37:00,-1708.31,Transfer,TXN000327,CHK482614
AH016,John Baker,"1976 Second Ln, Tulsa OK",Basic,PROD004,Money Market,Savings,2024-01-24 18:25:00,3293.77,Deposit,TXN000328,SAV265154
AH093,Kenneth Walker,"5682 Church St, Louisville KY",Preferred,PROD011,Business Checking,Checking,2024-02-20 18:31:00,4845.28,Deposit,TXN000329,CHK827250
AH131,Melissa Lewis,"9595 Broad Rd, Chicago IL",Premium,PROD006,Student Checking,Checking,2024-02-20 13:14:00,3683.28,Deposit,TXN000330,CHK408823
AH029,Robert Thomas,"1335 Lincoln Pl, San Francisco CA",Premium,PROD013,Overdraft Protection,Services,2024-02-26 08:44:00,-258.68,Transfer,TXN000331,SVC731650
AH070,Steven Walker,"5863 Union Blvd, New York NY",Basic,PROD004,Money Market,Savings,2024-02-28 17:14:00,-746.18,Withdrawal,TXN000332,SAV881549
AH017,Anthony Ramirez,"7533 Main Ln, Austin TX",Basic,PROD006,Student Checking,Checking,2024-01-16 13:20:00,-963.82,Withdrawal,TXN000333,CHK961574
AH143,William Torres,"1224 Third Dr, Columbus OH",Standard,PROD001,Premium Checking,Checking,2024-02-10 13:28:00,1285.23,Deposit,TXN000334,CHK171087
AH077,William Walker,"1974 Fourth Dr, Virginia Beach VA",Standard,PROD001,Premium Checking,Checking,2024-01-17 09:46:00,2219.19,Deposit,TXN000335,CHK540038
AH037,Matthew Sanchez,"5015 Jefferson Ct, Dallas TX",Basic,PROD013,Overdraft Protection,Services,2024-02-26 14:31:00,-59.14,Fee,TXN000336,SVC206355
AH104,George Taylor,"1596 East St, Los Angeles CA",Basic,PROD008,Auto Loan,Loans,2024-02-20 17:41:00,-655.44,Payment,TXN000337,AUTO177289
AH008,Lisa Anderson,"6327 Center Way, San Antonio TX",Standard,PROD009,Investment Account,Investments,2024-01-19 08:20:00,2317.91,Deposit,TXN000338,INV278368
AH082,Donna Rivera,"7235 Church Pl, San Jose CA",Basic,PROD003,Personal Loan,Loans,2024-01-11 09:35:00,-1146.26,Payment,TXN000339,LON743453
AH105,Stephanie Torres,"2970 Adams Pl, Chicago IL",Standard,PROD006,Student Checking,Checking,2024-02-15 08:27:00,-445.52,Withdrawal,TXN000340,CHK156157
AH023,Elizabeth Lewis,"7497 Park Dr, Fresno CA",Preferred,PROD014,Wire Transfer,Services,2024-01-22 11:12:00,-2815.15,Transfer,TXN000341,SVC865433
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Standard,PROD010,Mortgage,Loans,2024-01-17 18:18:00,-865.14,Payment,TXN000342,MTG152046
AH086,Timothy Moore,"266 Central Dr, Mesa AZ",Premium,PROD016,Safe Deposit Box,Services,2024-02-06 16:53:00,1835.37,Deposit,TXN000343,SVC104000
AH092,William Moore,"993 Third Ln, Chicago IL",Standard,PROD016,Safe Deposit Box,Services,2024-01-06 12:52:00,2876.18,Deposit,TXN000344,SVC317005
AH038,John Robinson,"9324 Washington Ave, Colorado Springs CO",Standard,PROD016,Safe Deposit Box,Services,2024-02-10 12:05:00,8054.66,Deposit,TXN000345,SVC516774
AH102,Brian Jackson,"2137 Jefferson Ln, Louisville KY",STD,PROD003,Personal Loan,Loans,2024-02-01 18:16:00,-1997.23,Payment,TXN000346,LON506351
AH042,Deborah Perez,"4425 Franklin Way, Columbus OH",Preferred,PROD006,Student Checking,Checking,2024-01-24 14:23:00,-278.03,Withdrawal,TXN000347,CHK587648
AH057,Kimberly Lopez,"7143 Fifth Ct, Columbus OH",Standard,PROD002,High-Yield Savings,Savings,2024-02-29 12:36:00,6995.06,Deposit,TXN000348,SAV201400
AH019,Kevin King,"9913  School  Way,  New  York  NY",Premium,PROD014,Wire Transfer,Services,2024-02-12 13:51:00,-1214.81,Transfer,TXN000349,SVC163946
AH085,Mark Lopez,"3575 State Ln, Albuquerque NM",Preferred,PROD016,Safe Deposit Box,Services,2024-02-22 16:26:00,-4420.1,Transfer,TXN000350,SVC599397
AH065,Joshua Ramirez,"7405 Hill Way, Mesa AZ",Standard,PROD002,High-Yield Savings,Savings,2024-01-06 14:57:00,9014.51,Deposit,TXN000351,SAV939333
AH123,Robert Lewis,"5006 Oak St, Austin TX",Preferred,PROD004,Money Market,Savings,2024-02-13 17:09:00,-2272.75,Withdrawal,TXN000352,SAV275284
AH047,Laura Martinez,"2762 Church Blvd, San Francisco CA",Premium,PROD002,High-Yield Savings,Savings,2024-02-21 11:08:00,9883.97,Deposit,TXN000353,SAV556542
AH045,Jessica Wright,"6149 Fifth Pl, Chicago IL",Premium,PROD009,Investment Account,Investments,2024-02-22 18:09:00,-91.97,Fee,TXN000354,INV946561
AH015,Sandra Hill,"6404 Water Way, Phoenix AZ",Standard,PROD013,Overdraft Protection,Services,2024-01-06 14:35:00,-1698.02,Transfer,TXN000355,SVC389617
AH113,Deborah Moore Jr,"8005 Adams Dr, Las Vegas NV",Standard,PROD014,Wire Transfer,Services,2024-03-15 08:50:00,10653.84,Deposit,TXN000356,SVC255398
AH122,Kimberly Jackson,"1580 Madison Ave, Charlotte NC",Basic,PROD004,Money Market,Savings,2024-02-07 17:48:00,-2835.28,Withdrawal,TXN000357,SAV205896
AH063,Timothy King,"922 Third Dr, Baltimore MD",Basic,PROD012,Certificate of Deposit,Savings,2024-02-25 16:56:00,-1357.48,Transfer,TXN000358,SAV786594
AH106,Emily Nguyen,"8156 Elm Way, Memphis TN",Preferred,PROD002,High-Yield Savings,Savings,2024-02-06 17:30:00,4089.44,Deposit,TXN000359,SAV748276
AH129,Sarah Hill,"8238 Mill Dr, Tampa FL",Standard,PROD013,Overdraft Protection,Services,2024-02-13 14:02:00,-72.15,Fee,TXN000360,SVC151685
AH103,Joshua Wright,"7272 Elm St, Albuquerque NM",Basic,PROD012,Certificate of Deposit,Savings,2024-02-28 12:57:00,8192.12,Deposit,TXN000361,SAV417776
AH068,Timothy Martinez,"3605 Cedar Blvd, Minneapolis MN",Standard,PROD004,Money Market,Savings,2024-01-18 15:54:00,-1178.39,Withdrawal,TXN000362,SAV415076
AH095,Melissa Garcia,"2040 Third Blvd, San Francisco CA",Standard,PROD014,Wire Transfer,Services,2024-02-19 13:17:00,-3263.22,Transfer,TXN000363,SVC297064
AH095,Melissa Garcia,"2040 Third Blvd, San Francisco CA",Standard,PROD016,Safe Deposit Box,Services,2024-01-14 14:47:00,-4349.23,Transfer,TXN000364,SVC960899
AH013,Sharon Wright,"9677 Madison Blvd, Indianapolis IN",Preferred,PROD010,Mortgage,Loans,2024-02-02 10:04:00,-2186.79,Payment,TXN000365,MTG522979
AH031,James Clark,"7986 South Blvd, Albuquerque NM",BASIC,PROD001,Premium Checking,Checking,2024-02-19 16:56:00,4382.14,Deposit,TXN000366,CHK310477
AH013,Sharon Wright,"9677 Madison Blvd, Indianapolis IN",Preferred,PROD002,High-Yield Savings,Savings,2024-01-16 08:29:00,-3537.94,Withdrawal,TXN000367,SAV387286
AH080,Jennifer Torres,"5788 Second Blvd, Chicago IL",Preferred,PROD004,Money Market,Savings,2024-03-15 16:25:00,-1247.59,Transfer,TXN000368,SAV612530
AH127,Timothy Taylor,"5049 North Blvd, Baltimore MD",Basic,PROD016,Safe Deposit Box,Services,2024-01-29 10:55:00,-2801.54,Transfer,TXN000369,SVC460971
AH036,Michelle Torres,"5283 Spring Dr, Fresno CA",Standard,PROD003,Personal Loan,Loans,2024-02-23 12:47:00,-998.19,Payment,TXN000370,LON505343
AH012,Deborah Lee,"8279 Market Way, Columbus OH",Premium,PROD007,Credit Card,Credit Cards,2024-01-11 17:49:00,-1312.39,Payment,TXN000371,CC810614
AH045,Jessica Wright,"753 State Dr, Detroit MI",Premium,PROD001,Premium Checking,Checking,2024-03-03 18:26:00,-1937.56,Transfer,TXN000372,CHK815338
AH002,Kevin Garcia,"7012 Pine St, Atlanta GA",Premium,PROD006,Student Checking,Checking,2024-01-31 10:41:00,-28.29,Withdrawal,TXN000373,CHK364650
AH129,Sarah Hill,"8238 Mill Dr, Tampa FL",Standard,PROD009,Investment Account,Investments,2024-02-21 12:45:00,-90.59,Fee,TXN000374,INV992952
AH077,William Walker,"1974 Fourth Dr, Virginia Beach VA",Standard,PROD015,Cashier Check,Services,2024-01-30 12:13:00,-70.95,Fee,TXN000375,SVC964352
AH133,James Taylor,"4935 High Ave, Milwaukee WI",Standard,PROD001,Premium Checking,Checking,2024-01-26 17:06:00,-669.11,Withdrawal,TXN000376,CHK984247
AH081,Nicole Smith,"8131 Washington Blvd, Las Vegas NV",Basic,PROD010,Mortgage,Loans,2024-02-05 18:38:00,-1035.73,Payment,TXN000377,MTG213355
AH105,Stephanie Torres,"2970 Adams Pl, Chicago IL",Standard,PROD011,Business Checking,Checking,2024-01-05 13:17:00,-596.18,Transfer,TXN000378,CHK845635
AH138,Jennifer Miller,"8907 Walnut Blvd, San Francisco CA",Standard,PROD008,Auto Loan,Loans,2024-01-20 11:09:00,-2719.12,Payment,TXN000379,AUTO944554
AH127,Timothy Taylor,"5981 Fourth Ln, Kansas City MO",Basic,PROD005,Basic Checking,Checking,2024-03-11 18:20:00,-1345.26,Transfer,TXN000380,CHK409963
AH057,Kimberly Lopez,"9424 Union Blvd, Colorado Springs CO",Standard,PROD013,Overdraft Protection,Services,2024-02-28 14:25:00,-273.06,Transfer,TXN000381,SVC842464
AH123,Robert Lewis,"5006 Oak St, Austin TX",Preferred,PROD008,Auto Loan,Loans,2024-02-22 11:21:00,-2121.69,Payment,TXN000382,AUTO769320
AH103,Joshua Wright,"7272 Elm St, Albuquerque NM",Basic,PROD010,Mortgage,Loans,2024-02-28 18:22:00,-2567.17,Payment,TXN000383,MTG981473
AH140,Laura Clark,"636 Broad Dr, Seattle WA",Standard,PROD010,Mortgage,Loans,2024-02-26 16:11:00,-473.29,Payment,TXN000384,MTG234159
AH057,Kimberly Lopez,"9424 Union Blvd, Colorado Springs CO",Standard,PROD006,Student Checking,Checking,2024-02-16 16:48:00,-45.48,Fee,TXN000385,CHK786224
AH020,Melissa Thomas,"4046 Fourth Ave, Houston TX",Premium,PROD010,Mortgage,Loans,2024-01-15 13:14:00,-1377.32,Payment,TXN000386,MTG447411
AH081,Nicole Smith,"8131 Washington Blvd, Las Vegas NV",Basic,PROD015,Cashier Check,Services,2024-01-17 17:18:00,12028.15,Deposit,TXN000387,SVC765213
AH125,Laura Baker,"8253 Fifth Rd, San Francisco CA",Preferred,PROD016,Safe Deposit Box,Services,2024-02-07 17:04:00,12761.7,Deposit,TXN000388,SVC813763
AH083,Kevin Walker,"7236 Fifth Ln, Baltimore MD",Preferred,PROD002,High-Yield Savings,Savings,2024-02-03 12:26:00,-796.35,Transfer,TXN000389,SAV310026
AH076,Donald Anderson,"1224 Pine St, Miami FL",Basic,PROD015,Cashier Check,Services,2024-01-27 17:57:00,8251.39,Deposit,TXN000390,SVC850432
AH041,William Taylor,"1853 Third Rd, San Diego CA",Preferred,PROD011,Business Checking,Checking,2024-02-19 09:31:00,-193.29,Withdrawal,TXN000391,CHK765320
AH013,Sharon Wright,"9677 Madison Blvd, Indianapolis IN",Preferred,PROD007,Credit Card,Credit Cards,2024-01-01 15:17:00,-1173.74,Payment,TXN000392,CC266131
AH107,Ronald Miller,"5503 King Way, Austin TX",Preferred,PROD014,Wire Transfer,Services,2024-02-20 09:08:00,-2204.11,Transfer,TXN000393,SVC549865
AH104,George Taylor,"1596 East St, Los Angeles CA",Basic,PROD007,Credit Card,Credit Cards,2024-01-25 08:02:00,-43.5,Fee,TXN000394,CC437864
AH115,John Jackson,"4991 Fifth Way, Tulsa OK",Basic,PROD001,Premium Checking,Checking,2024-01-13 08:43:00,-263.85,Withdrawal,TXN000395,CHK827213
AH076,Donald Thomas,"1224 Pine St, Miami FL",Basic,PROD013,Overdraft Protection,Services,2024-03-05 10:06:00,-2984.49,Transfer,TXN000396,SVC275133
AH014,William Allen,"1589 Maple Ave, Albuquerque NM",Premium,PROD015,Cashier Check,Services,2024-02-17 12:18:00,-2649.41,Transfer,TXN000397,SVC649577
AH075,Steven Moore,"4233 Elm Way, Las Vegas NV",Premium,PROD011,Business Checking,Checking,2024-01-28 18:08:00,-27.06,Fee,TXN000398,CHK886553
AH043,Sarah Garcia,"7039 Center St, Raleigh NC",Premium,PROD008,Auto Loan,Loans,2024-01-11 14:01:00,-828.1,Payment,TXN000399,AUTO237579
AH047,Laura Martinez,"2762 Church Blvd, San Francisco CA",Premium,PROD006,Student Checking,Checking,2024-02-16 08:37:00,3569.99,Deposit,TXN000400,CHK930605
AH009,Elizabeth Thompson,"4474 Cedar Rd, Columbus OH",Standard,PROD002,High-Yield Savings,Savings,2024-01-25 18:16:00,574.81,Deposit,TXN000401,SAV213365
AH139,Timothy Wright,"9722 Lake Blvd, Las Vegas NV",Standard,PROD004,Money Market,Savings,2024-02-23 08:03:00,3864.51,Deposit,TXN000402,SAV673867
AH055,Laura Lee,"2141 Union Pl, Virginia Beach VA",Preferred,PROD001,Premium Checking,Checking,2024-01-31 10:13:00,3325.24,Deposit,TXN000403,CHK794663
AH113,Deborah Moore Jr,"8005 Adams Dr, Las Vegas NV",Standard,PROD005,Basic Checking,Checking,2024-03-03 17:38:00,-900.65,Withdrawal,TXN000404,CHK636435
AH132,Paul Lopez,"2265 Second Ct, Fort Worth TX",Standard,PROD004,Money Market,Savings,2024-01-08 12:07:00,6129.12,Deposit,TXN000405,SAV915749
AH057,Kimberly Lopez,"7143 Fifth Ct, Columbus OH",Standard,PROD014,Wire Transfer,Services,2024-03-19 11:22:00,-24.43,Fee,TXN000406,SVC674765
AH109,Helen Allen,"8989 Jefferson Blvd, New York NY",Premium,PROD016,Safe Deposit Box,Services,2024-02-28 11:44:00,-31.11,Fee,TXN000407,SVC113368
AH143,William Torres,"1224 Third Dr, Columbus OH",Standard,PROD016,Safe Deposit Box,Services,2024-01-06 09:53:00,23761.43,Deposit,TXN000408,SVC917392
AH111,Edward Hill,"2694 Union Pl, San Francisco CA",Premium,PROD009,Investment Account,Investments,2024-01-05 09:57:00,-1232.69,Transfer,TXN000409,INV410401
AH057,Kimberly Lopez,"7143 Fifth Ct, Columbus OH",Standard,PROD006,Student Checking,Checking,2024-03-15 08:06:00,-1719.27,Transfer,TXN000410,CHK477712
AH144,Daniel Lopez,"9864 Main Ln, San Jose CA",Basic,PROD004,Money Market,Savings,2024-03-06 14:47:00,7606.22,Deposit,TXN000411,SAV148118
AH002,Kevin Garcia,"7012 Pine St, Atlanta GA",Premium,PROD006,Student Checking,Checking,2024-02-24 10:42:00,4477.91,Deposit,TXN000412,CHK752011
AH058,Donna Lewis,"3601 Franklin Way, Louisville KY",Basic,PROD011,Business Checking,Checking,2024-02-26 09:23:00,2033.85,Deposit,TXN000413,CHK578715
AH059,James Nelson,"4749 Franklin Ct, Philadelphia PA",Premium,PROD016,Safe Deposit Box,Services,2024-02-23 14:44:00,-68.4,Fee,TXN000414,SVC935620
AH037,Matthew Sanchez,"5015 Jefferson Ct, Dallas TX",Basic,PROD002,High-Yield Savings,Savings,2024-01-08 10:44:00,-4229.53,Withdrawal,TXN000415,SAV208751
AH090,Timothy Lopez,"3645 Adams Ln, Fort Worth TX",Standard,PROD015,Cashier Check,Services,2024-02-28 17:30:00,15477.42,Deposit,TXN000416,SVC917012
AH078,Elizabeth Hernandez,"6249 Market Dr, Kansas City MO",Premium,PROD005,Basic Checking,Checking,2024-03-25 08:55:00,-498.36,Withdrawal,TXN000417,CHK531262
AH094,Jennifer Jones,"8156 Cedar St, Portland OR",Preferred,PROD011,Business Checking,Checking,2024-01-03 09:16:00,4348.24,Deposit,TXN000418,CHK650311
AH123,Robert Lewis,"7156 Lake Dr, Detroit MI",Preferred,PROD011,Business Checking,Checking,2024-03-22 11:42:00,-694.48,Withdrawal,TXN000419,CHK748270
AH022,George Ramirez,"8935 North Ln, Columbus OH",Preferred,PROD008,Auto Loan,Loans,2024-01-28 18:46:00,-1549.4,Payment,TXN000420,AUTO795951
AH144,Daniel Lopez,"9864 Main Ln, San Jose CA",Basic,PROD002,High-Yield Savings,Savings,2024-03-27 14:09:00,9350.28,Deposit,TXN000421,SAV630126
AH102,Brian Jackson,"2137 Jefferson Ln, Louisville KY",Standard,PROD006,Student Checking,Checking,2024-02-24 15:55:00,2483.66,Deposit,TXN000422,CHK352593
AH073,Kevin Johnson,"9797 Fourth St, Portland OR",Premium,PROD008,Auto Loan,Loans,2024-01-18 08:32:00,-1741.39,Payment,TXN000423,AUTO497030
AH088,Melissa Nelson,"6146 Adams Pl, Atlanta GA",Standard,PROD015,Cashier Check,Services,2024-02-22 11:05:00,-82.11,Fee,TXN000424,SVC569865
AH020,Melissa Thomas,"4046 Fourth Ave, Houston TX",Premium,PROD011,Business Checking,Checking,2024-02-24 15:28:00,2512.0,Deposit,TXN000425,CHK785111
AH004,john hernandez,"7024 High Ln, Oakland CA",Preferred,PROD002,High-Yield Savings,Savings,2024-01-07 14:26:00,101.68,Deposit,TXN000426,SAV195310
AH128,Timothy Jackson,"6584 Center St, Los Angeles CA",Standard,PROD007,Credit Card,Credit Cards,2024-02-09 18:19:00,-43.51,Fee,TXN000427,CC480992
AH012,Deborah Lee,"8279 Market Way, Columbus OH",Premium,PROD016,Safe Deposit Box,Services,2024-02-29 15:21:00,-3320.12,Transfer,TXN000428,SVC850689
AH097,Melissa Torres,"1086 Washington Dr, Colorado Springs CO",Standard,PROD008,Auto Loan,Loans,2024-01-08 09:48:00,-206.15,Payment,TXN000429,AUTO472390
AH135,Donna White,"4395 Fifth Blvd, Omaha NE",Basic,PROD012,Certificate of Deposit,Savings,2024-02-21 12:35:00,-276.6,Transfer,TXN000430,SAV272129
AH108,Sharon Williams,"1542 School Ln, Baltimore MD",Preferred,PROD009,Investment Account,Investments,2024-01-09 14:06:00,-1060.02,Transfer,TXN000431,INV226611
AH086,Timothy Moore,"266 Central Dr, Mesa AZ",Premium,PROD007,Credit Card,Credit Cards,2024-01-14 15:52:00,-18.23,Fee,TXN000432,CC534603
AH011,Daniel Williams,"6672 Center Ave, Boston MA",Preferred,PROD004,Money Market,Savings,2024-02-29 18:53:00,-2280.0,Transfer,TXN000433,SAV790441
AH126,Donna Taylor,"253 Jefferson Ln, Virginia Beach VA",Standard,PROD001,Premium Checking,Checking,2024-02-02 10:31:00,-67.6,Withdrawal,TXN000434,CHK553834
AH125,Laura Baker,"8253 Fifth Rd, San Francisco CA",Preferred,PROD006,Student Checking,Checking,2024-01-31 16:49:00,-190.18,Withdrawal,TXN000435,CHK954845
AH029,Robert Thomas,"1335 Lincoln Pl, San Francisco CA",Premium,PROD011,Business Checking,Checking,2024-02-21 14:42:00,-396.97,Withdrawal,TXN000436,CHK738576
AH148,Laura Williams,"8643 Union Way, Tulsa OK",Standard,PROD013,Overdraft Protection,Services,2024-02-18 11:17:00,-97.34,Fee,TXN000437,SVC574843
AH031,James Clark,"7986 South Blvd, Albuquerque NM",Basic,PROD010,Mortgage,Loans,2024-01-09 14:38:00,-2560.61,Payment,TXN000438,MTG674416
AH069,Paul Brown,"6983 Water St, Columbus OH",Basic,PROD007,Credit Card,Credit Cards,2024-02-15 16:40:00,-458.94,Payment,TXN000439,CC849086
AH063,Timothy King Jr,"922 Third Dr, Baltimore MD",Basic,PROD005,Basic Checking,Checking,2024-03-29 13:58:00,-34.25,Fee,TXN000440,CHK286450
AH110,Laura Young,"7342  Maple  Dr,  Raleigh  NC",Preferred,PROD004,Money Market,Savings,2024-02-04 18:20:00,-2833.29,Transfer,TXN000441,SAV711116
AH123,Robert Lewis,"5006 Oak St, Austin TX",Preferred,PROD014,Wire Transfer,Services,2024-03-01 18:45:00,-3764.56,Transfer,TXN000442,SVC982260
AH116,Kenneth Thompson,"9142 Second Blvd, El Paso TX",Standard,PROD001,Premium Checking,Checking,2024-01-19 14:51:00,-44.77,Withdrawal,TXN000443,CHK252386
AH012,Deborah Lee,"8279 Market Way, Columbus OH",Premium,PROD009,Investment Account,Investments,2024-03-28 08:12:00,24596.54,Deposit,TXN000444,INV816586
AH055,Laura Lee,"2141 Union Pl, Virginia Beach VA",Preferred,PROD010,Mortgage,Loans,2024-01-10 08:44:00,-771.2,Payment,TXN000445,MTG667460
AH008,Lisa Anderson,"6327 Center Way, San Antonio TX",Standard,PROD008,Auto Loan,Loans,2024-01-23 15:06:00,-2278.76,Payment,TXN000446,AUTO688534
AH085,Mark Lopez,"3575 State Ln, Albuquerque NM",Preferred,PROD010,Mortgage,Loans,2024-01-16 16:50:00,-2140.22,Payment,TXN000447,MTG149261
AH083,Kevin Walker,"7236 Fifth Ln, Baltimore MD",Preferred,PROD011,Business Checking,Checking,2024-01-25 14:50:00,-7.42,Fee,TXN000448,CHK879794
AH055,Laura Lee,"2141 Union Pl, Virginia Beach VA",Preferred,PROD015,Cashier Check,Services,2024-01-13 17:55:00,22831.42,Deposit,TXN000449,SVC838857
AH137,Sarah Young,"7706 Union Blvd, Raleigh NC",Premium,PROD007,Credit Card,Credit Cards,2024-03-09 17:34:00,-623.65,Payment,TXN000450,CC286044
AH145,Jennifer Nelson,"2259 Main Ct, Los Angeles CA",Basic,PROD004,Money Market,Savings,2024-01-05 10:11:00,4342.23,Deposit,TXN000451,SAV683635
AH057,Kimberly Lopez,"7143 Fifth Ct, Columbus OH",Standard,PROD009,Investment Account,Investments,2024-02-23 10:37:00,8598.79,Deposit,TXN000452,INV844163
AH034,Joshua Thomas,"1031 Franklin Ave, Austin TX",Basic,PROD011,Business Checking,Checking,2024-02-17 10:59:00,-778.19,Withdrawal,TXN000453,CHK755744
AH131,Melissa Lewis,"9595 Broad Rd, Chicago IL",Premium,PROD016,Safe Deposit Box,Services,2024-02-23 18:19:00,-2795.78,Transfer,TXN000454,SVC176421
AH070,Steven Walker,"5863 Union Blvd, New York NY",Basic,PROD003,Personal Loan,Loans,2024-02-03 11:11:00,-2401.52,Payment,TXN000455,LON267112
AH090,Timothy Lopez,"3645 Adams Ln, Fort Worth TX",Standard,PROD003,Personal Loan,Loans,2024-02-04 16:25:00,-1178.33,Payment,TXN000456,LON323717
AH141,Elizabeth Miller,"6118 Second Ct, Omaha NE",Premium,PROD010,Mortgage,Loans,2024-01-22 13:23:00,-811.65,Payment,TXN000457,MTG889216
AH132,Paul Lopez,"2265 Second Ct, Fort Worth TX",Standard,PROD001,Premium Checking,Checking,2024-02-03 15:35:00,1762.74,Deposit,TXN000458,CHK352023
AH137,Sarah Jones,"7706 Union Blvd, Raleigh NC",Premium,PROD002,High-Yield Savings,Savings,2024-02-09 17:15:00,-1638.64,Transfer,TXN000459,SAV934883
AH027,Paul Gonzalez,"1688 Madison Ct, San Antonio TX",Standard,PROD010,Mortgage,Loans,2024-01-25 12:34:00,-269.18,Payment,TXN000460,MTG641975
AH081,Nicole Smith,"8131 Washington Blvd, Las Vegas NV",Basic,PROD016,Safe Deposit Box,Services,2024-02-02 16:28:00,7762.63,Deposit,TXN000461,SVC783176
AH044,Edward Taylor,"7339 Third Blvd, Austin TX",Standard,PROD004,Money Market,Savings,2024-01-21 16:05:00,9567.13,Deposit,TXN000462,SAV664107
AH116,Kenneth Thompson,"9142 Second Blvd, El Paso TX",Standard,PROD007,Credit Card,Credit Cards,2024-01-01 18:04:00,-1736.65,Payment,TXN000463,CC544815
AH024,Michelle Scott,"9741 East St, Charlotte NC",Premium,PROD014,Wire Transfer,Services,2024-01-14 16:53:00,-4102.1,Transfer,TXN000464,SVC175623
AH146,Mark Johnson,"4447 Maple Rd, Jacksonville FL",Standard,PROD011,Business Checking,Checking,2024-01-10 08:29:00,412.58,Deposit,TXN000465,CHK286638
AH055,Laura Lee,"2141 Union Pl, Virginia Beach VA",Preferred,PROD008,Auto Loan,Loans,2024-02-05 09:36:00,-2750.76,Payment,TXN000466,AUTO527433
AH085,Mark Lopez,"3575 State Ln, Albuquerque NM",Preferred,PROD014,Wire Transfer,Services,2024-01-29 18:25:00,-11.52,Fee,TXN000467,SVC806004
AH028,Sarah Baker,"1712 Maple Blvd, Miami FL",Standard,PROD003,Personal Loan,Loans,2024-02-04 08:41:00,-2316.69,Payment,TXN000468,LON714054
AH011,Daniel Williams,"6672 Center Ave, Boston MA",Preferred,PROD004,Money Market,Savings,2024-02-14 09:22:00,6890.2,Deposit,TXN000469,SAV736030
AH020,Melissa Thomas,"4046 Fourth Ave, Houston TX",Premium,PROD013,Overdraft Protection,Services,2024-01-19 15:24:00,-251.01,Transfer,TXN000470,SVC263917
AH116,Kenneth Thompson,"9142 Second Blvd, El Paso TX",Standard,PROD013,Overdraft Protection,Services,2024-01-15 10:47:00,-1545.39,Transfer,TXN000471,SVC764845
AH032,Matthew Robinson,"7030 Third Way, Denver CO",Preferred,PROD012,Certificate of Deposit,Savings,2024-01-20 18:56:00,-105.19,Withdrawal,TXN000472,SAV682032
AH032,Matthew Robinson,"7030 Third Way, Denver CO",Preferred,PROD013,Overdraft Protection,Services,2024-01-08 08:00:00,-2782.87,Transfer,TXN000473,SVC189261
AH067,Amanda Moore,"5338 Second Ave, El Paso TX",Premium,PROD014,Wire Transfer,Services,2024-01-14 13:13:00,-4272.15,Transfer,TXN000474,SVC249375
AH036,Michelle Torres,"5283 Spring Dr, Fresno CA",Standard,PROD009,Investment Account,Investments,2024-01-12 11:39:00,3308.25,Deposit,TXN000475,INV803571
AH122,Kimberly Jackson,"1580 Madison Ave, Charlotte NC",Basic,PROD015,Cashier Check,Services,2024-02-24 08:54:00,-2793.36,Transfer,TXN000476,SVC404771
AH143,William Torres,"1224 Third Dr, Columbus OH",Standard,PROD007,Credit Card,Credit Cards,2024-01-05 12:06:00,-43.55,Fee,TXN000477,CC474486
AH029,Robert Thomas,"1335 Lincoln Pl, San Francisco CA",Premium,PROD004,Money Market,Savings,2024-03-28 18:15:00,791.11,Deposit,TXN000478,SAV302897
AH070,Steven Walker,"5863 Union Blvd, New York NY",Basic,PROD010,Mortgage,Loans,2024-02-01 15:21:00,-2141.68,Payment,TXN000479,MTG259797
AH121,Kimberly Wright,"5288 Jackson Pl, Oklahoma City OK",Premium,PROD011,Business Checking,Checking,2024-03-22 13:51:00,-12.59,Fee,TXN000480,CHK428429
AH054,Kimberly Nelson,"6067 Madison Ave, Fort Worth TX",Basic,PROD014,Wire Transfer,Services,2024-02-20 11:45:00,-85.61,Fee,TXN000481,SVC240829
AH144,Daniel Lopez,"9864 Main Ln, San Jose CA",Basic,PROD015,Cashier Check,Services,2024-03-07 15:29:00,-79.73,Fee,TXN000482,SVC610626
AH119,Michelle Adams,"7313 Washington Pl, San Antonio TX",Basic,PROD003,Personal Loan,Loans,2024-02-21 10:41:00,-2557.02,Payment,TXN000483,LON966589
AH031,James Clark Jr,"7986 South Blvd, Albuquerque NM",Basic,PROD003,Personal Loan,Loans,2024-03-20 11:16:00,-2236.79,Payment,TXN000484,LON119535
AH110,Laura Young,"8041 Park St, Louisville KY",Preferred,PROD013,Overdraft Protection,Services,2024-03-26 08:52:00,-1142.53,Transfer,TXN000485,SVC138436
AH119,Michelle Adams,"7313 Washington Pl, San Antonio TX",Basic,PROD016,Safe Deposit Box,Services,2024-03-02 16:57:00,-3898.47,Transfer,TXN000486,SVC483588
AH086,Timothy Moore,"266 Central Dr, Mesa AZ",Premium,PROD010,Mortgage,Loans,2024-01-15 17:46:00,-574.87,Payment,TXN000487,MTG625465
