SaleID,CustomerID,FirstName,LastName,Email,CustomerCity,CustomerState,LoyaltyMember,ProductID,ProductName,Category,UnitPrice,StoreID,StoreName,StoreCity,StoreState,SaleDate,Quantity,TotalAmount
2304,400,Ronald,Wilson,smithdevon@example.net,West Michael,OH,0,57,Sports Item 57,Sports,91.88,37,Store Lake Allisonmouth #37,East Rebecca,FL,2024-12-30,1,91.88
2305,674,Lauren,Dougherty,lopeznicole@example.org,South Rachaelport,NY,1,38,Sports Item 38,Sports,36.08,16,Store Port Austin #16,North Christian,MI,2024-06-01,4,144.32
2306,473,Linda,Morrow,bfrost@example.org,West Jeffreyland,GA,0,99,Sports Item 99,Sports,32.57,30,Store Kimberlyport #30,Lake Lisa,TX,2023-06-08,5,162.85
2307,237,Morgan,Lopez,timothybooth@example.com,Susantown,FL,1,41,Clothing Item 41,Clothing,134.35,45,Store South Victoriaton #45,North James,GA,2023-07-18,3,403.05
2308,1962,Douglas,Trujillo,dfleming@example.net,East Cynthia,CA,0,31,Home Item 31,Home,121.39,27,Store Bergview #27,East Micheal,IL,2024-06-01,2,242.78
2309,1148,Sandra,Brown,danny17@example.com,East Manuelmouth,GA,0,47,Toys Item 47,Toys,72.47,33,Store East Sarah #33,West Jessicamouth,GA,2024-07-12,1,72.47
2310,1339,Mark,Rowe,jholloway@example.net,Audreyside,MI,0,10,Books Item 10,Books,80.57,31,Store Knightbury #31,Pereztown,FL,2025-03-01,4,322.28
2311,1611,Gregory,Anderson,erika59@example.org,East Patriciamouth,GA,0,78,Books Item 78,Books,80.67,27,Store Bergview #27,East Micheal,IL,2023-07-23,1,80.67
2312,1694,William,Mcdonald,greeneaaron@example.com,South Michael,PA,0,30,Electronics Item 30,Electronics,34.97,9,Store South Dennis #9,North Kennethberg,FL,2024-02-01,2,69.94
2313,1863,Amber,Brown,greenbrandon@example.com,Thomasland,IL,0,69,Toys Item 69,Toys,156.17,27,Store Bergview #27,East Micheal,IL,2024-03-25,1,156.17
2314,283,Robert,Larsen,kjackson@example.org,West Antonio,OH,1,87,Electronics Item 87,Electronics,61.52,39,Store Lopezmouth #39,North Joshuaton,IL,2024-10-14,2,123.04
2315,700,Derrick,Campbell,kjenkins@example.org,East Wesley,PA,0,34,Sports Item 34,Sports,112.28,21,Store Ritterview #21,Hugheshaven,MI,2024-05-06,3,336.84
2316,863,Jeffery,Green,matthewspencer@example.org,North Gregory,FL,0,16,Toys Item 16,Toys,142.4,33,Store East Sarah #33,West Jessicamouth,GA,2023-09-24,1,142.4
2317,1296,Veronica,Brooks,nicholasrush@example.org,South Jefferyville,PA,0,19,Sports Item 19,Sports,43.31,50,Store North Justin #50,Vazquezbury,NY,2023-12-14,2,86.62
2318,1795,Kevin,Mendez,poncelisa@example.com,Anthonytown,OH,0,26,Home Item 26,Home,30.36,30,Store Kimberlyport #30,Lake Lisa,TX,2023-12-03,4,121.44
2319,858,Danielle,Harris,petersonelizabeth@example.net,Greenemouth,IL,0,2,Sports Item 2,Sports,11.3,17,Store Melindahaven #17,Sullivanstad,IL,2025-03-06,1,11.3
2320,1905,Jonathan,Delgado,denise52@example.org,North Donaldborough,CA,0,98,Electronics Item 98,Electronics,112.94,31,Store Knightbury #31,Pereztown,FL,2024-02-21,2,225.88
2321,1781,Jennifer,Randolph,robincooper@example.org,South Sophia,CA,0,96,Toys Item 96,Toys,177.96,3,Store Skinnerfurt #3,Finleyton,NC,2024-05-20,1,177.96
2322,342,Marcus,Johnson,kimmathis@example.com,West Janetfurt,GA,1,56,Home Item 56,Home,105.29,5,Store Coxton #5,Biancaview,TX,2023-07-08,1,105.29
2323,1085,Stephanie,Freeman,vhenderson@example.com,Cindyfurt,PA,1,17,Toys Item 17,Toys,76.71,25,Store West Kristin #25,Barbarafurt,NC,2024-11-22,2,153.42
2324,824,Michele,Stewart,christopher18@example.org,Douglasview,PA,1,55,Electronics Item 55,Electronics,182.71,45,Store South Victoriaton #45,North James,GA,2024-05-07,1,182.71
2325,601,Isaac,Stark,kristina57@example.com,North Thomasstad,TX,0,72,Clothing Item 72,Clothing,9.63,8,Store West Deborahfurt #8,South James,PA,2024-04-08,1,9.63
2326,1840,Derrick,Patrick,hhamilton@example.org,Port Davidhaven,PA,0,44,Sports Item 44,Sports,108.45,22,Store Riversland #22,Clarkview,CA,2024-11-27,4,433.8
2327,221,Christian,Elliott,poolerebecca@example.org,East Mark,GA,0,76,Sports Item 76,Sports,18.74,47,Store New Jessica #47,Bowersstad,MI,2024-02-19,2,37.48
2328,1886,Henry,Kirk,pvang@example.net,Smallton,FL,0,6,Sports Item 6,Sports,80.83,23,Store North Gregory #23,Mitchellside,NC,2025-04-25,1,80.83
2329,1292,Amber,Alvarez,cooperluis@example.com,South Melissa,TX,1,58,Electronics Item 58,Electronics,62.8,29,Store East Laura #29,South Lisa,IL,2023-09-04,4,251.2
2330,593,Gloria,Wheeler,cookpamela@example.org,Andrewport,TX,0,95,Toys Item 95,Toys,33.09,49,Store East Gary #49,Perezborough,MI,2024-08-03,3,99.27
2331,1503,Robert,Clarke,amydavis@example.org,Mooreview,FL,0,62,Sports Item 62,Sports,108.98,12,Store New Jessicaville #12,Hernandezbury,NY,2025-01-18,3,326.94
2332,1877,Thomas,Russell,petersontina@example.org,Manuelhaven,NC,0,93,Clothing Item 93,Clothing,150.62,33,Store East Sarah #33,West Jessicamouth,GA,2024-03-04,3,451.86
2333,16,Daniel,Cox,john39@example.org,Lake Toddland,OH,1,11,Toys Item 11,Toys,65.97,38,Store Chavezshire #38,Rossmouth,TX,2024-07-31,1,65.97
2334,1330,Ashley,Moore,jamesfoster@example.org,New Elaine,TX,0,76,Sports Item 76,Sports,18.74,30,Store Kimberlyport #30,Lake Lisa,TX,2025-04-24,1,18.74
2335,362,Andrea,Gates,astark@example.net,Rodriguezberg,GA,1,49,Sports Item 49,Sports,184.13,33,Store East Sarah #33,West Jessicamouth,GA,2023-06-20,1,184.13
2336,1935,Barbara,Guerra,omarturner@example.org,Port Sherryshire,GA,0,93,Clothing Item 93,Clothing,150.62,50,Store North Justin #50,Vazquezbury,NY,2023-12-28,2,301.24
2337,1011,Jamie,Ramos,joseph96@example.org,Hallchester,FL,0,13,Toys Item 13,Toys,54.01,22,Store Riversland #22,Clarkview,CA,2023-10-22,1,54.01
2338,1838,Christina,Velez,kfrye@example.net,Richardsonport,CA,0,7,Sports Item 7,Sports,157.94,34,Store New Juanburgh #34,West Lisa,PA,2023-10-11,2,315.88
2339,1901,Jose,Martin,ujones@example.org,North James,GA,1,75,Clothing Item 75,Clothing,159.87,28,Store West Hunterville #28,Brianview,TX,2025-01-21,2,319.74
2340,653,Cheryl,Miller,michael08@example.org,North Valerie,NY,0,37,Clothing Item 37,Clothing,106.52,49,Store East Gary #49,Perezborough,MI,2024-03-03,1,106.52
2341,86,Mia,Rivera,zroberts@example.net,South Christopherview,FL,0,23,Clothing Item 23,Clothing,148.34,48,Store Lake Nathaniel #48,Margaretborough,IL,2023-08-15,5,741.7
2342,1064,Daniel,Thompson,jbrooks@example.net,New Ryan,GA,1,94,Sports Item 94,Sports,62.52,18,Store Mitchellmouth #18,Hendricksshire,FL,2024-07-30,1,62.52
2343,644,Benjamin,Brown,sullivanjason@example.net,Bentleyside,GA,0,74,Electronics Item 74,Electronics,19.28,7,Store Cassandraborough #7,New Robert,FL,2024-08-12,4,77.12
2344,243,Tammy,May,umurray@example.com,East Jennifer,GA,0,45,Sports Item 45,Sports,165.62,19,Store Victormouth #19,Matthewsview,TX,2024-07-21,1,165.62
2345,459,Jennifer,Olson,lmendoza@example.org,Johnsonton,OH,0,36,Home Item 36,Home,107.45,11,Store Josephberg #11,Lake Xavierhaven,NC,2023-11-16,2,214.9
2346,532,Michael,Ellis,kandrade@example.org,Wagnerburgh,OH,1,37,Clothing Item 37,Clothing,106.52,39,Store Lopezmouth #39,North Joshuaton,IL,2025-03-21,4,426.08
2347,475,Scott,Harris,james98@example.net,New Gavin,FL,0,97,Toys Item 97,Toys,131.35,43,Store Jacobmouth #43,North Ronald,PA,2024-02-17,1,131.35
2348,424,Michelle,Newton,yyoung@example.net,Heatherton,PA,0,36,Home Item 36,Home,107.45,36,Store Greenfort #36,North Tylerburgh,NY,2024-08-31,1,107.45
2349,57,Ryan,Johnson,elizabeth62@example.com,New Amanda,GA,0,66,Books Item 66,Books,167.95,39,Store Lopezmouth #39,North Joshuaton,IL,2025-01-06,3,503.85
2350,1106,Sara,Miller,zlewis@example.net,Romeroton,MI,0,6,Sports Item 6,Sports,80.83,35,Store Jocelynburgh #35,Smallhaven,PA,2024-03-29,5,404.15
2351,1705,Jacob,Kramer,matthew24@example.org,Lake Christopherfurt,MI,1,25,Books Item 25,Books,59.43,2,Store Tuckerhaven #2,West Richardstad,OH,2023-11-20,1,59.43
2352,1929,Valerie,Smith,gweaver@example.com,Kelseyfort,PA,0,48,Clothing Item 48,Clothing,181.38,37,Store Lake Allisonmouth #37,East Rebecca,FL,2025-04-03,1,181.38
2353,1067,Linda,Contreras,xlewis@example.com,Wilsonfort,NC,0,55,Electronics Item 55,Electronics,182.71,9,Store South Dennis #9,North Kennethberg,FL,2024-01-21,3,548.13
2354,225,Anthony,Ortiz,katiegood@example.net,Brooksfurt,MI,0,59,Toys Item 59,Toys,42.54,46,Store Michaelberg #46,Thompsontown,PA,2023-06-10,1,42.54
2355,246,Donna,Smith,hsmith@example.net,Amandaport,NY,0,91,Toys Item 91,Toys,11.01,29,Store East Laura #29,South Lisa,IL,2024-08-16,4,44.04
2356,178,Melissa,Hayes,zosborn@example.net,Elizabethland,OH,0,56,Home Item 56,Home,105.29,9,Store South Dennis #9,North Kennethberg,FL,2024-07-30,2,210.58
2357,239,Andrea,Rowe,powens@example.com,Josehaven,NC,1,36,Home Item 36,Home,107.45,23,Store North Gregory #23,Mitchellside,NC,2024-07-20,3,322.35
2358,456,Glenn,Valdez,briana18@example.com,Kaufmanbury,FL,0,11,Toys Item 11,Toys,65.97,47,Store New Jessica #47,Bowersstad,MI,2024-07-29,3,197.91
2359,1039,Valerie,Webb,edwardssherry@example.org,Karenfurt,IL,0,10,Books Item 10,Books,80.57,22,Store Riversland #22,Clarkview,CA,2025-01-03,1,80.57
2360,1507,Adrian,Miles,william26@example.org,New Adrian,CA,1,36,Home Item 36,Home,107.45,33,Store East Sarah #33,West Jessicamouth,GA,2023-05-23,2,214.9
2361,1448,Robert,Butler,ywallace@example.com,Matthewfurt,MI,0,87,Electronics Item 87,Electronics,61.52,45,Store South Victoriaton #45,North James,GA,2024-10-17,3,184.56
2362,79,Charles,Smith,enorris@example.com,East Keithport,GA,0,41,Clothing Item 41,Clothing,134.35,28,Store West Hunterville #28,Brianview,TX,2023-05-29,4,537.4
2363,1627,Thomas,Humphrey,msloan@example.net,West Mary,OH,0,13,Toys Item 13,Toys,54.01,34,Store New Juanburgh #34,West Lisa,PA,2023-07-27,4,216.04
2364,1144,Sabrina,Brewer,mestes@example.net,New Jeanette,NC,0,41,Clothing Item 41,Clothing,134.35,43,Store Jacobmouth #43,North Ronald,PA,2023-06-07,1,134.35
2365,1300,Kathryn,Douglas,reyesdenise@example.com,Lopeztown,IL,0,81,Toys Item 81,Toys,28.07,41,Store North Sarastad #41,Debraton,TX,2024-06-17,1,28.07
2366,1201,Gabriel,Roberts,kgonzales@example.com,Vanessaville,IL,0,2,Sports Item 2,Sports,11.3,25,Store West Kristin #25,Barbarafurt,NC,2024-08-05,1,11.3
2367,544,Kathleen,Castillo,tonypearson@example.org,East Charles,TX,1,29,Toys Item 29,Toys,187.81,31,Store Knightbury #31,Pereztown,FL,2024-07-04,2,375.62
2368,384,David,Becker,robert22@example.org,Robertshire,IL,0,20,Toys Item 20,Toys,193.04,47,Store New Jessica #47,Bowersstad,MI,2024-01-20,2,386.08
2369,407,William,Harrison,ebooth@example.com,Johnview,GA,0,64,Toys Item 64,Toys,127.76,41,Store North Sarastad #41,Debraton,TX,2024-05-07,1,127.76
2370,1756,Kelly,Williams,reynoldsjustin@example.org,South Jamie,GA,0,12,Sports Item 12,Sports,15.49,47,Store New Jessica #47,Bowersstad,MI,2023-10-24,5,77.45
2371,890,Michael,Kirby,peter26@example.org,New Jessica,MI,0,96,Toys Item 96,Toys,177.96,5,Store Coxton #5,Biancaview,TX,2024-07-22,1,177.96
2372,428,David,Silva,adam72@example.org,West Candice,IL,0,63,Toys Item 63,Toys,17.77,46,Store Michaelberg #46,Thompsontown,PA,2023-05-14,2,35.54
2373,1409,Valerie,Lewis,scollins@example.net,Markshire,OH,1,23,Clothing Item 23,Clothing,148.34,17,Store Melindahaven #17,Sullivanstad,IL,2024-06-16,1,148.34
2374,1196,Stephanie,Lozano,byang@example.com,Gravesburgh,PA,0,79,Toys Item 79,Toys,83.87,16,Store Port Austin #16,North Christian,MI,2025-04-03,1,83.87
2375,1087,Kelly,Serrano,raymond12@example.com,Gibbsstad,NY,0,82,Electronics Item 82,Electronics,130.08,43,Store Jacobmouth #43,North Ronald,PA,2023-10-29,1,130.08
2376,1722,April,Davis,ronaldbradford@example.org,Port Veronica,TX,0,24,Electronics Item 24,Electronics,78.55,15,Store Elizabethstad #15,East John,FL,2025-02-05,4,314.2
2377,1004,Joy,Sanders,martinkaren@example.com,Moralesview,NC,0,38,Sports Item 38,Sports,36.08,41,Store North Sarastad #41,Debraton,TX,2025-04-23,2,72.16
2378,1113,Gregory,Baker,jacksonkathleen@example.org,Tarashire,OH,0,51,Toys Item 51,Toys,177.7,31,Store Knightbury #31,Pereztown,FL,2024-10-13,2,355.4
2379,231,Michelle,Brown,jim95@example.net,Joelberg,TX,0,38,Sports Item 38,Sports,36.08,49,Store East Gary #49,Perezborough,MI,2024-11-01,1,36.08
2380,1986,Corey,Pope,carlosmeadows@example.net,New Ashleyfort,IL,0,98,Electronics Item 98,Electronics,112.94,29,Store East Laura #29,South Lisa,IL,2024-01-20,1,112.94
2381,871,Ronald,Bennett,selenabrooks@example.net,East Karenport,TX,1,42,Home Item 42,Home,75.36,8,Store West Deborahfurt #8,South James,PA,2023-09-05,1,75.36
2382,654,Tiffany,Montgomery,stevensims@example.org,Brianville,IL,0,23,Clothing Item 23,Clothing,148.34,43,Store Jacobmouth #43,North Ronald,PA,2023-07-13,2,296.68
2383,816,Douglas,Lawrence,zunigakevin@example.com,East Lori,OH,0,15,Books Item 15,Books,166.85,46,Store Michaelberg #46,Thompsontown,PA,2024-10-29,1,166.85
2384,991,Ryan,Roberts,bmiller@example.org,Lake William,TX,0,17,Toys Item 17,Toys,76.71,32,Store New Debbieville #32,Bentleystad,MI,2023-07-06,3,230.13
2385,481,Patrick,Kramer,ericahall@example.com,Moseshaven,CA,0,77,Clothing Item 77,Clothing,182.64,2,Store Tuckerhaven #2,West Richardstad,OH,2024-06-23,2,365.28
2386,441,Kenneth,Walters,erica50@example.net,North Bobby,NY,0,38,Sports Item 38,Sports,36.08,27,Store Bergview #27,East Micheal,IL,2024-08-04,1,36.08
2387,662,Kristine,Little,belindatran@example.org,South Melodyfort,PA,0,8,Toys Item 8,Toys,61.09,17,Store Melindahaven #17,Sullivanstad,IL,2024-03-14,2,122.18
2388,802,Tina,Martin,longbenjamin@example.net,New Brian,GA,0,87,Electronics Item 87,Electronics,61.52,29,Store East Laura #29,South Lisa,IL,2024-09-27,1,61.52
2389,1869,Michael,Maxwell,zcarpenter@example.net,Whiteton,TX,0,55,Electronics Item 55,Electronics,182.71,4,Store Hallfurt #4,North Ashley,NC,2024-06-09,1,182.71
2390,449,Courtney,Luna,atkinsoncrystal@example.net,Hammondborough,MI,0,35,Electronics Item 35,Electronics,157.89,22,Store Riversland #22,Clarkview,CA,2023-12-12,2,315.78
2391,632,Stephanie,Little,millercassandra@example.com,North Heather,NY,0,82,Electronics Item 82,Electronics,130.08,29,Store East Laura #29,South Lisa,IL,2025-04-02,3,390.24
2392,1794,Amber,Morgan,yoconnell@example.com,Gregoryberg,IL,1,53,Electronics Item 53,Electronics,80.25,11,Store Josephberg #11,Lake Xavierhaven,NC,2023-12-10,1,80.25
2393,1281,Edward,Rogers,james97@example.com,South Juanville,OH,0,69,Toys Item 69,Toys,156.17,8,Store West Deborahfurt #8,South James,PA,2023-09-10,1,156.17
2394,265,Tammy,Casey,nicholas65@example.org,New Wendy,CA,0,79,Toys Item 79,Toys,83.87,39,Store Lopezmouth #39,North Joshuaton,IL,2024-09-17,2,167.74
2395,1480,Shannon,Harmon,twood@example.com,Amyborough,NY,0,70,Toys Item 70,Toys,164.27,2,Store Tuckerhaven #2,West Richardstad,OH,2023-12-15,1,164.27
2396,1444,Justin,Jensen,pkent@example.net,Salazarstad,MI,0,49,Sports Item 49,Sports,184.13,22,Store Riversland #22,Clarkview,CA,2024-02-27,1,184.13
2397,1133,Ariana,Vaughn,martinezbrenda@example.net,Lake Jamieberg,NC,1,46,Toys Item 46,Toys,6.72,5,Store Coxton #5,Biancaview,TX,2023-12-02,3,20.16
2398,432,Danny,Reed,rebeccaaustin@example.net,North Felicia,CA,0,84,Toys Item 84,Toys,119.19,24,Store New Martinport #24,Port Matthewfurt,GA,2024-11-22,1,119.19
2399,322,Stephanie,Smith,usweeney@example.com,East Alyssabury,GA,0,69,Toys Item 69,Toys,156.17,35,Store Jocelynburgh #35,Smallhaven,PA,2025-04-28,1,156.17
2400,470,Kari,Gutierrez,jwhite@example.net,Kingport,PA,0,51,Toys Item 51,Toys,177.7,19,Store Victormouth #19,Matthewsview,TX,2024-06-03,4,710.8
2401,679,David,Clarke,kristinaperez@example.com,Kaylaton,NY,1,21,Home Item 21,Home,92.52,27,Store Bergview #27,East Micheal,IL,2024-12-24,4,370.08
2402,510,Derrick,Rodriguez,rwilliamson@example.net,Lopeztown,FL,0,28,Electronics Item 28,Electronics,69.46,1,Store Martinshire #1,Port Mistyville,MI,2024-06-05,2,138.92
2403,1547,Anita,Hall,kevinfrancis@example.com,West Briantown,GA,0,5,Clothing Item 5,Clothing,149.77,34,Store New Juanburgh #34,West Lisa,PA,2023-12-18,3,449.31
2404,1621,Julie,Zimmerman,susan92@example.org,West Robert,NY,0,14,Sports Item 14,Sports,174.43,32,Store New Debbieville #32,Bentleystad,MI,2024-08-23,2,348.86
2405,618,Pamela,Davis,qmccoy@example.net,Lake Cynthiashire,MI,0,6,Sports Item 6,Sports,80.83,2,Store Tuckerhaven #2,West Richardstad,OH,2024-12-04,1,80.83
2406,1410,Lauren,Romero,ithomas@example.net,Michelleton,NY,0,30,Electronics Item 30,Electronics,34.97,16,Store Port Austin #16,North Christian,MI,2025-04-29,2,69.94
2407,254,Martin,Campos,krystalnorris@example.org,Brianchester,PA,0,5,Clothing Item 5,Clothing,149.77,25,Store West Kristin #25,Barbarafurt,NC,2025-03-30,1,149.77
2408,1676,Brandi,Buckley,aaron55@example.com,North Joanne,GA,1,84,Toys Item 84,Toys,119.19,48,Store Lake Nathaniel #48,Margaretborough,IL,2025-02-10,2,238.38
2409,157,Justin,Hines,shannon82@example.com,East Lisastad,NY,1,35,Electronics Item 35,Electronics,157.89,5,Store Coxton #5,Biancaview,TX,2024-10-02,4,631.56
2410,1562,Amanda,Thomas,kingtammy@example.net,Smithborough,TX,0,65,Clothing Item 65,Clothing,173.67,47,Store New Jessica #47,Bowersstad,MI,2024-08-20,3,521.01
2411,1521,Jimmy,West,forbesbradley@example.net,Hansenfort,OH,1,54,Sports Item 54,Sports,146.18,35,Store Jocelynburgh #35,Smallhaven,PA,2024-11-13,1,146.18
2412,196,Laura,Morgan,kari39@example.net,Porterton,CA,1,78,Books Item 78,Books,80.67,48,Store Lake Nathaniel #48,Margaretborough,IL,2024-04-20,4,322.68
2413,398,Edward,Davis,cummingscraig@example.com,South Vanessa,GA,0,76,Sports Item 76,Sports,18.74,39,Store Lopezmouth #39,North Joshuaton,IL,2024-07-26,3,56.22
2414,871,Ronald,Bennett,selenabrooks@example.net,East Karenport,TX,1,40,Electronics Item 40,Electronics,73.13,33,Store East Sarah #33,West Jessicamouth,GA,2024-02-12,3,219.39
2415,562,Dennis,Mathis,xjoseph@example.org,Henryberg,GA,1,96,Toys Item 96,Toys,177.96,30,Store Kimberlyport #30,Lake Lisa,TX,2024-04-05,1,177.96
2416,1986,Corey,Pope,carlosmeadows@example.net,New Ashleyfort,IL,0,26,Home Item 26,Home,30.36,42,Store North Samanthafort #42,Lake David,FL,2023-09-10,1,30.36
2417,597,David,Ruiz,rodriguezbrian@example.com,Whiteshire,PA,0,74,Electronics Item 74,Electronics,19.28,28,Store West Hunterville #28,Brianview,TX,2024-07-09,2,38.56
2418,833,Chad,Davis,rivasjessica@example.com,Clarkhaven,OH,0,12,Sports Item 12,Sports,15.49,36,Store Greenfort #36,North Tylerburgh,NY,2025-04-07,1,15.49
2419,1859,Cody,Galvan,younggabrielle@example.net,Lesterville,CA,0,36,Home Item 36,Home,107.45,45,Store South Victoriaton #45,North James,GA,2025-03-12,2,214.9
2420,784,Debra,Graham,christophercarrillo@example.org,Hendersonville,MI,1,69,Toys Item 69,Toys,156.17,2,Store Tuckerhaven #2,West Richardstad,OH,2024-02-13,2,312.34
2421,1949,Susan,Scott,wileyaudrey@example.com,Hollybury,TX,1,64,Toys Item 64,Toys,127.76,24,Store New Martinport #24,Port Matthewfurt,GA,2025-01-29,3,383.28
2422,222,Abigail,Wilson,jenniferburns@example.net,Stokesmouth,NC,0,98,Electronics Item 98,Electronics,112.94,29,Store East Laura #29,South Lisa,IL,2024-12-23,2,225.88
2423,51,Elizabeth,Travis,stephanie79@example.net,Rivasside,NY,0,29,Toys Item 29,Toys,187.81,26,Store Meganburgh #26,Port Sandratown,TX,2025-03-22,2,375.62
2424,758,Charles,Hawkins,cookjimmy@example.com,North Jonfurt,NY,1,99,Sports Item 99,Sports,32.57,31,Store Knightbury #31,Pereztown,FL,2024-05-15,1,32.57
2425,637,Kimberly,Smith,ohernandez@example.org,Lake Peterberg,NY,0,73,Toys Item 73,Toys,69.68,22,Store Riversland #22,Clarkview,CA,2024-01-11,1,69.68
2426,1999,Robert,Stephenson,harrisonnicholas@example.net,Port Shirleyshire,IL,1,19,Sports Item 19,Sports,43.31,6,Store Dianamouth #6,Myersborough,IL,2024-09-05,3,129.93
2427,426,Maria,Pruitt,kari89@example.org,West Shane,CA,1,13,Toys Item 13,Toys,54.01,32,Store New Debbieville #32,Bentleystad,MI,2024-11-02,2,108.02
2428,290,Jacqueline,Anderson,jenniferpoole@example.net,Burnsshire,CA,0,76,Sports Item 76,Sports,18.74,26,Store Meganburgh #26,Port Sandratown,TX,2024-07-17,1,18.74
2429,1072,David,Fields,richardflores@example.org,Hallberg,CA,0,79,Toys Item 79,Toys,83.87,47,Store New Jessica #47,Bowersstad,MI,2024-01-26,3,251.61
2430,121,Jessica,Kerr,stephen00@example.com,Simmonsville,GA,1,73,Toys Item 73,Toys,69.68,50,Store North Justin #50,Vazquezbury,NY,2024-12-06,3,209.04
2431,638,Isabel,Conway,robertsonshelby@example.com,Grahamland,PA,0,64,Toys Item 64,Toys,127.76,48,Store Lake Nathaniel #48,Margaretborough,IL,2024-06-07,1,127.76
2432,75,Tammy,King,ewilson@example.com,Joneston,PA,0,44,Sports Item 44,Sports,108.45,21,Store Ritterview #21,Hugheshaven,MI,2023-08-07,3,325.35
2433,833,Chad,Davis,rivasjessica@example.com,Clarkhaven,OH,0,89,Electronics Item 89,Electronics,59.9,1,Store Martinshire #1,Port Mistyville,MI,2025-05-04,2,119.8
2434,1547,Anita,Hall,kevinfrancis@example.com,West Briantown,GA,0,35,Electronics Item 35,Electronics,157.89,36,Store Greenfort #36,North Tylerburgh,NY,2024-06-06,2,315.78
2435,642,Tom,Mcclure,imoss@example.org,North Jennifer,TX,1,63,Toys Item 63,Toys,17.77,42,Store North Samanthafort #42,Lake David,FL,2024-11-27,2,35.54
2436,1452,Zachary,White,njohnson@example.com,West Tonya,TX,1,31,Home Item 31,Home,121.39,31,Store Knightbury #31,Pereztown,FL,2023-07-26,1,121.39
2437,1515,Stacey,Conrad,sean92@example.org,West Jasonborough,MI,1,66,Books Item 66,Books,167.95,47,Store New Jessica #47,Bowersstad,MI,2025-02-13,2,335.9
2438,872,Sean,Bell,marshallchristine@example.com,Mcdonaldchester,PA,0,11,Toys Item 11,Toys,65.97,45,Store South Victoriaton #45,North James,GA,2024-08-03,4,263.88
2439,1551,Ashlee,Wright,xfranco@example.org,Richardchester,TX,1,10,Books Item 10,Books,80.57,1,Store Martinshire #1,Port Mistyville,MI,2023-06-09,1,80.57
2440,249,Veronica,Perez,valdezmichele@example.org,South Nicholasside,IL,0,21,Home Item 21,Home,92.52,11,Store Josephberg #11,Lake Xavierhaven,NC,2023-09-17,2,185.04
2441,1991,Michelle,Sandoval,garywebster@example.org,North Gregoryborough,MI,0,26,Home Item 26,Home,30.36,8,Store West Deborahfurt #8,South James,PA,2023-08-20,2,60.72
2442,1015,Andrew,Serrano,andersonkayla@example.com,Lake Carol,CA,0,5,Clothing Item 5,Clothing,149.77,11,Store Josephberg #11,Lake Xavierhaven,NC,2023-06-25,4,599.08
2443,998,Michael,Torres,caldwellfelicia@example.org,Michaelstad,CA,0,81,Toys Item 81,Toys,28.07,9,Store South Dennis #9,North Kennethberg,FL,2024-04-07,3,84.21
2444,857,Kelly,Cordova,brianhunter@example.net,South Mauriceborough,TX,0,96,Toys Item 96,Toys,177.96,26,Store Meganburgh #26,Port Sandratown,TX,2024-11-29,4,711.84
2445,892,Joshua,Fuller,elizabeth13@example.com,Riddleside,CA,1,2,Sports Item 2,Sports,11.3,19,Store Victormouth #19,Matthewsview,TX,2024-07-27,1,11.3
2446,1386,John,Horn,bcopeland@example.com,Lake Danielview,PA,0,93,Clothing Item 93,Clothing,150.62,18,Store Mitchellmouth #18,Hendricksshire,FL,2024-04-24,4,602.48
2447,1822,Gary,Mcintosh,elizabeth14@example.org,Ramirezhaven,GA,1,67,Clothing Item 67,Clothing,109.86,24,Store New Martinport #24,Port Matthewfurt,GA,2024-11-18,1,109.86
2448,290,Jacqueline,Anderson,jenniferpoole@example.net,Burnsshire,CA,0,73,Toys Item 73,Toys,69.68,19,Store Victormouth #19,Matthewsview,TX,2024-06-22,2,139.36
2449,1645,Michael,Jimenez,richard04@example.com,Lake Christopher,PA,0,67,Clothing Item 67,Clothing,109.86,40,Store Port Crystalstad #40,Port Scott,MI,2024-08-16,2,219.72
2450,1239,Sarah,Hoffman,chrishernandez@example.net,West Gregory,OH,1,92,Clothing Item 92,Clothing,109.03,17,Store Melindahaven #17,Sullivanstad,IL,2024-09-24,1,109.03
2451,1918,Joseph,Conway,brittanymartin@example.org,New Laura,FL,0,61,Electronics Item 61,Electronics,37.64,22,Store Riversland #22,Clarkview,CA,2025-03-27,2,75.28
2452,1746,Michelle,Boyd,omay@example.org,Lake Michealview,NC,0,96,Toys Item 96,Toys,177.96,9,Store South Dennis #9,North Kennethberg,FL,2024-09-26,3,533.88
2453,1699,David,Peters,greenjessica@example.net,New Stacy,NC,0,22,Toys Item 22,Toys,19.52,31,Store Knightbury #31,Pereztown,FL,2025-02-15,2,39.04
2454,368,Jacob,Lewis,wfigueroa@example.net,Lorihaven,TX,0,2,Sports Item 2,Sports,11.3,10,Store Javierchester #10,Port Joanne,OH,2024-09-02,1,11.3
2455,12,Eric,Moore,ycarlson@example.com,Riceside,NY,0,61,Electronics Item 61,Electronics,37.64,20,Store Staceystad #20,South Nathan,NY,2025-02-10,1,37.64
2456,1422,John,Roth,laurawilliams@example.org,Cochranshire,GA,1,90,Books Item 90,Books,79.38,7,Store Cassandraborough #7,New Robert,FL,2023-06-27,1,79.38
2457,194,Jessica,Gallagher,brandon09@example.net,West Angela,NC,0,69,Toys Item 69,Toys,156.17,4,Store Hallfurt #4,North Ashley,NC,2025-01-26,2,312.34
